t dt Rul5P PEP P2f Rib5P P2NADP NADPf NADH P2NADPH P1NADPH NAD Mgf Xul5P Phi MgATP Pyr MgAMP AMPf Gri2P Gri23P2f Sed7P ATPf Gri13P2 Lac GraP GlcA6P Glc6P E4P GSH DHAP Fru16P2 MgADP GSSG NADPHf Fru6P P1NADP Gri3P MgGri23P2 P1f Glcin ADPf
0.526892 2.56e-06 0.00423017 0.0109459 0.00650688 0.0125802 0.00647434 9.95051e-06 0.000156669 0.0310188 0.0435208 0.0653433 0.571539 0.0114188 0.998815 1.43727 0.0839946 0.00251941 0.0726756 0.00847183 1.9208 0.0172622 0.181061 0.000478112 1.6803 0.00604654 0.0264201 0.0400151 0.00697958 3.11305 0.148839 0.00968697 0.140124 0.000674958 0.000953405 0.0155432 2.27095e-05 0.0660676 0.65855 0.000456478 4.56811 0.186353
0.528001 1.28e-06 0.00422976 0.010946 0.00650687 0.0125789 0.00647471 9.95111e-06 0.000156683 0.0310184 0.0435208 0.0653433 0.571537 0.0114177 0.998815 1.43726 0.0839946 0.00251949 0.0726782 0.00847193 1.92083 0.0172614 0.18106 0.000478123 1.6803 0.00604651 0.0264184 0.0400125 0.00697973 3.11305 0.148839 0.00968695 0.140126 0.000674964 0.000953396 0.0155422 2.27111e-05 0.0660685 0.658557 0.000456482 4.56808 0.186356
0.52924 2.56e-06 0.00422931 0.0109461 0.00650685 0.0125776 0.00647514 9.95178e-06 0.00015667 0.031018 0.0435208 0.0653433 0.571535 0.0114164 0.998814 1.43725 0.0839946 0.00251958 0.0726812 0.00847205 1.92086 0.0172605 0.18106 0.000478107 1.6803 0.0060465 0.0264165 0.0400096 0.00697991 3.11305 0.148838 0.00968693 0.140128 0.000674971 0.000953386 0.015541 2.27129e-05 0.0660695 0.658566 0.000456487 4.56805 0.18636
0.530413 1.28e-06 0.00422888 0.0109462 0.00650684 0.0125763 0.00647553 9.95241e-06 0.000156623 0.0310176 0.0435208 0.0653434 0.571533 0.0114153 0.998813 1.43724 0.0839946 0.00251966 0.072684 0.00847216 1.92089 0.0172597 0.18106 0.000478058 1.6803 0.00604652 0.0264148 0.0400068 0.00698007 3.11305 0.148838 0.0096869 0.14013 0.000674977 0.000953376 0.0155399 2.27145e-05 0.0660704 0.658574 0.000456491 4.56802 0.186363
0.53158 1.28e-06 0.00422846 0.0109464 0.00650682 0.012575 0.00647593 9.95304e-06 0.00015667 0.0310172 0.0435208 0.0653433 0.571531 0.0114141 0.998813 1.43724 0.0839946 0.00251974 0.0726867 0.00847227 1.92092 0.0172588 0.181059 0.000478102 1.6803 0.00604646 0.026413 0.0400041 0.00698022 3.11305 0.148838 0.00968688 0.140132 0.000674983 0.000953366 0.0155389 2.27162e-05 0.0660713 0.658582 0.000456496 4.568 0.186366
0.532679 1.28e-06 0.00422807 0.0109465 0.00650681 0.0125739 0.0064763 9.95364e-06 0.00015665 0.0310169 0.0435208 0.0653433 0.571529 0.0114131 0.998812 1.43723 0.0839946 0.00251982 0.0726892 0.00847238 1.92095 0.017258 0.181059 0.000478079 1.6803 0.00604646 0.0264113 0.0400016 0.00698037 3.11305 0.148837 0.00968686 0.140134 0.000674989 0.000953357 0.0155379 2.27178e-05 0.0660722 0.658589 0.0004565 4.56797 0.18637
0.533818 1.28e-06 0.00422766 0.0109466 0.0065068 0.0125726 0.00647669 9.95425e-06 0.00015667 0.0310165 0.0435208 0.0653433 0.571526 0.011412 0.998812 1.43722 0.0839947 0.0025199 0.0726919 0.00847248 1.92098 0.0172572 0.181059 0.000478096 1.6803 0.00604643 0.0264095 0.039999 0.00698052 3.11305 0.148837 0.00968685 0.140136 0.000674995 0.000953347 0.0155368 2.27194e-05 0.0660731 0.658597 0.000456505 4.56794 0.186373
0.534965 1.28e-06 0.00422726 0.0109467 0.00650678 0.0125714 0.00647708 9.95486e-06 0.000156683 0.0310161 0.0435208 0.0653433 0.571524 0.0114109 0.998811 1.43721 0.0839947 0.00251998 0.0726945 0.00847259 1.92101 0.0172564 0.181059 0.000478107 1.6803 0.0060464 0.0264078 0.0399963 0.00698066 3.11305 0.148836 0.00968683 0.140138 0.000675002 0.000953338 0.0155358 2.2721e-05 0.066074 0.658605 0.000456509 4.56791 0.186376
0.536114 6.4e-07 0.00422686 0.0109468 0.00650677 0.0125702 0.00647746 9.95548e-06 0.000156671 0.0310158 0.0435208 0.0653433 0.571522 0.0114098 0.99881 1.43721 0.0839947 0.00252006 0.0726972 0.00847269 1.92104 0.0172556 0.181058 0.000478092 1.6803 0.00604639 0.026406 0.0399937 0.00698081 3.11305 0.148836 0.00968681 0.14014 0.000675008 0.000953328 0.0155348 2.27227e-05 0.0660749 0.658613 0.000456514 4.56789 0.186379
0.537275 1.28e-06 0.00422645 0.0109469 0.00650676 0.012569 0.00647786 9.9561e-06 0.000156671 0.0310154 0.0435208 0.0653433 0.57152 0.0114087 0.99881 1.4372 0.0839947 0.00252014 0.0726998 0.0084728 1.92107 0.0172548 0.181058 0.00047809 1.6803 0.00604637 0.0264042 0.0399911 0.00698095 3.11305 0.148835 0.00968679 0.140142 0.000675014 0.000953319 0.0155337 2.27243e-05 0.0660758 0.658621 0.000456518 4.56786 0.186383
0.538382 1.28e-06 0.00422607 0.010947 0.00650674 0.0125679 0.00647823 9.95669e-06 0.000156685 0.031015 0.0435208 0.0653433 0.571518 0.0114077 0.998809 1.43719 0.0839947 0.00252021 0.0727023 0.0084729 1.9211 0.017254 0.181058 0.000478101 1.6803 0.00604634 0.0264026 0.0399886 0.00698109 3.11305 0.148835 0.00968677 0.140143 0.00067502 0.00095331 0.0155328 2.27259e-05 0.0660766 0.658628 0.000456523 4.56783 0.186386
0.539574 2.56e-06 0.00422567 0.0109471 0.00650673 0.0125666 0.00647863 9.95733e-06 0.000156671 0.0310146 0.0435207 0.0653433 0.571515 0.0114066 0.998808 1.43718 0.0839947 0.00252029 0.072705 0.00847301 1.92113 0.0172531 0.181058 0.000478085 1.6803 0.00604634 0.0264007 0.039986 0.00698123 3.11305 0.148835 0.00968675 0.140145 0.000675027 0.0009533 0.0155317 2.27276e-05 0.0660775 0.658636 0.000456527 4.5678 0.186389
0.54082 1.28e-06 0.00422524 0.0109472 0.00650672 0.0125654 0.00647905 9.958e-06 0.00015668 0.0310142 0.0435207 0.0653433 0.571513 0.0114055 0.998808 1.43717 0.0839947 0.00252038 0.0727078 0.00847312 1.92117 0.0172523 0.181057 0.000478091 1.6803 0.00604631 0.0263988 0.0399832 0.00698138 3.11305 0.148834 0.00968673 0.140147 0.000675033 0.000953289 0.0155306 2.27293e-05 0.0660784 0.658645 0.000456532 4.56777 0.186393
0.541962 1.28e-06 0.00422486 0.0109473 0.0065067 0.0125642 0.00647943 9.95861e-06 0.000156685 0.0310139 0.0435207 0.0653433 0.571511 0.0114044 0.998807 1.43717 0.0839947 0.00252045 0.0727103 0.00847322 1.9212 0.0172515 0.181057 0.000478094 1.6803 0.00604629 0.0263971 0.0399807 0.00698151 3.11305 0.148834 0.00968671 0.140149 0.00067504 0.00095328 0.0155296 2.27309e-05 0.0660793 0.658652 0.000456537 4.56775 0.186396
0.543135 2.56e-06 0.00422447 0.0109474 0.00650669 0.012563 0.00647983 9.95923e-06 0.000156672 0.0310135 0.0435207 0.0653433 0.571508 0.0114034 0.998807 1.43716 0.0839947 0.00252053 0.0727129 0.00847332 1.92123 0.0172506 0.181057 0.000478078 1.6803 0.00604628 0.0263953 0.0399781 0.00698165 3.11305 0.148833 0.00968669 0.140151 0.000675046 0.00095327 0.0155286 2.27326e-05 0.0660802 0.65866 0.000456541 4.56772 0.186399
0.544426 1.28e-06 0.00422404 0.0109475 0.00650667 0.0125618 0.00648026 9.95992e-06 0.00015671 0.0310131 0.0435207 0.0653433 0.571506 0.0114022 0.998806 1.43715 0.0839947 0.00252061 0.0727158 0.00847344 1.92126 0.0172497 0.181057 0.000478113 1.6803 0.00604623 0.0263933 0.0399753 0.00698179 3.11305 0.148833 0.00968667 0.140153 0.000675053 0.00095326 0.0155275 2.27344e-05 0.0660811 0.658669 0.000456546 4.56769 0.186402
0.545527 1.28e-06 0.00422368 0.0109476 0.00650666 0.0125607 0.00648063 9.9605e-06 0.00015663 0.0310127 0.0435207 0.0653434 0.571504 0.0114012 0.998805 1.43714 0.0839947 0.00252069 0.0727182 0.00847353 1.92129 0.0172489 0.181056 0.000478031 1.6803 0.00604629 0.0263916 0.0399729 0.00698191 3.11305 0.148832 0.00968665 0.140155 0.000675059 0.000953251 0.0155266 2.2736e-05 0.0660819 0.658676 0.000456551 4.56766 0.186405
0.546632 1.28e-06 0.00422332 0.0109477 0.00650665 0.0125596 0.006481 9.96109e-06 0.000156714 0.0310124 0.0435207 0.0653433 0.571502 0.0114003 0.998805 1.43714 0.0839947 0.00252076 0.0727206 0.00847363 1.92132 0.0172482 0.181056 0.000478112 1.6803 0.00604619 0.0263899 0.0399705 0.00698203 3.11305 0.148832 0.00968663 0.140156 0.000675065 0.000953242 0.0155257 2.27375e-05 0.0660827 0.658684 0.000456555 4.56764 0.186408
0.547802 1.28e-06 0.00422295 0.0109478 0.00650663 0.0125585 0.00648139 9.96171e-06 0.000156645 0.031012 0.0435207 0.0653434 0.571499 0.0113993 0.998804 1.43713 0.0839947 0.00252083 0.0727231 0.00847373 1.92135 0.0172473 0.181056 0.000478041 1.6803 0.00604624 0.0263881 0.039968 0.00698216 3.11305 0.148832 0.00968661 0.140158 0.000675071 0.000953232 0.0155247 2.27391e-05 0.0660836 0.658692 0.000456559 4.56761 0.186412
0.549026 1.28e-06 0.00422256 0.0109479 0.00650662 0.0125573 0.00648179 9.96235e-06 0.000156715 0.0310116 0.0435207 0.0653433 0.571497 0.0113982 0.998804 1.43712 0.0839947 0.00252091 0.0727257 0.00847383 1.92138 0.0172465 0.181056 0.000478108 1.6803 0.00604616 0.0263862 0.0399654 0.00698229 3.11305 0.148831 0.00968659 0.14016 0.000675078 0.000953222 0.0155236 2.27409e-05 0.0660844 0.6587 0.000456564 4.56758 0.186415
0.550174 6.4e-07 0.00422219 0.010948 0.00650661 0.0125562 0.00648217 9.96296e-06 0.000156673 0.0310112 0.0435207 0.0653433 0.571494 0.0113972 0.998803 1.43712 0.0839947 0.00252098 0.0727282 0.00847393 1.92141 0.0172457 0.181056 0.000478065 1.6803 0.00604618 0.0263845 0.039963 0.00698241 3.11305 0.148831 0.00968658 0.140162 0.000675084 0.000953213 0.0155227 2.27425e-05 0.0660853 0.658707 0.000456569 4.56756 0.186418
0.55132 1.28e-06 0.00422183 0.0109481 0.00650659 0.0125551 0.00648256 9.96357e-06 0.000156673 0.0310109 0.0435207 0.0653433 0.571492 0.0113963 0.998803 1.43711 0.0839947 0.00252105 0.0727306 0.00847403 1.92144 0.0172449 0.181056 0.000478062 1.6803 0.00604617 0.0263827 0.0399606 0.00698252 3.11305 0.14883 0.00968656 0.140163 0.00067509 0.000953203 0.0155217 2.27441e-05 0.0660861 0.658715 0.000456573 4.56753 0.186421
0.552506 1.28e-06 0.00422146 0.0109482 0.00650658 0.012554 0.00648295 9.96419e-06 0.000156668 0.0310105 0.0435207 0.0653433 0.57149 0.0113953 0.998802 1.4371 0.0839947 0.00252113 0.0727331 0.00847413 1.92147 0.0172441 0.181055 0.000478055 1.6803 0.00604616 0.0263809 0.0399581 0.00698264 3.11305 0.14883 0.00968654 0.140165 0.000675096 0.000953194 0.0155208 2.27457e-05 0.0660869 0.658723 0.000456577 4.5675 0.186424
0.553634 6.4e-07 0.00422111 0.0109483 0.00650657 0.012553 0.00648332 9.96478e-06 0.000156674 0.0310101 0.0435207 0.0653433 0.571487 0.0113943 0.998801 1.43709 0.0839947 0.0025212 0.0727355 0.00847422 1.9215 0.0172433 0.181055 0.000478058 1.6803 0.00604614 0.0263792 0.0399558 0.00698275 3.11305 0.14883 0.00968652 0.140167 0.000675102 0.000953184 0.0155199 2.27473e-05 0.0660877 0.65873 0.000456582 4.56747 0.186427
0.55478 1.28e-06 0.00422076 0.0109484 0.00650655 0.0125519 0.0064837 9.96539e-06 0.000156674 0.0310097 0.0435207 0.0653433 0.571485 0.0113934 0.998801 1.43709 0.0839947 0.00252127 0.0727378 0.00847431 1.92153 0.0172425 0.181055 0.000478056 1.6803 0.00604612 0.0263774 0.0399534 0.00698286 3.11305 0.148829 0.0096865 0.140168 0.000675108 0.000953175 0.0155189 2.27489e-05 0.0660885 0.658738 0.000456586 4.56745 0.18643
0.556 1.28e-06 0.00422039 0.0109485 0.00650654 0.0125508 0.00648411 9.96603e-06 0.000156674 0.0310094 0.0435207 0.0653433 0.571483 0.0113924 0.9988 1.43708 0.0839947 0.00252134 0.0727404 0.00847441 1.92156 0.0172416 0.181055 0.000478054 1.6803 0.0060461 0.0263755 0.0399509 0.00698297 3.11305 0.148829 0.00968649 0.14017 0.000675115 0.000953165 0.0155179 2.27506e-05 0.0660893 0.658746 0.000456591 4.56742 0.186433
0.557126 1.28e-06 0.00422005 0.0109486 0.00650653 0.0125498 0.00648448 9.96662e-06 0.000156688 0.031009 0.0435207 0.0653433 0.57148 0.0113914 0.9988 1.43707 0.0839947 0.00252141 0.0727427 0.00847451 1.92159 0.0172409 0.181055 0.000478066 1.6803 0.00604607 0.0263738 0.0399486 0.00698308 3.11305 0.148828 0.00968647 0.140172 0.000675121 0.000953156 0.015517 2.27522e-05 0.0660901 0.658753 0.000456595 4.56739 0.186436
0.558308 1.28e-06 0.0042197 0.0109487 0.00650651 0.0125487 0.00648487 9.96723e-06 0.000156657 0.0310086 0.0435206 0.0653433 0.571478 0.0113905 0.998799 1.43707 0.0839947 0.00252148 0.0727451 0.0084746 1.92162 0.01724 0.181055 0.000478033 1.6803 0.00604609 0.026372 0.0399462 0.00698319 3.11305 0.148828 0.00968645 0.140173 0.000675127 0.000953146 0.0155161 2.27538e-05 0.0660909 0.658761 0.0004566 4.56737 0.186439
0.559488 1.28e-06 0.00421935 0.0109488 0.0065065 0.0125477 0.00648525 9.96785e-06 0.00015668 0.0310082 0.0435206 0.0653433 0.571475 0.0113895 0.998799 1.43706 0.0839947 0.00252155 0.0727475 0.0084747 1.92166 0.0172392 0.181055 0.000478053 1.6803 0.00604605 0.0263702 0.0399438 0.00698329 3.11305 0.148828 0.00968643 0.140175 0.000675133 0.000953137 0.0155152 2.27554e-05 0.0660917 0.658769 0.000456604 4.56734 0.186442
0.56065 1.28e-06 0.00421901 0.0109489 0.00650649 0.0125466 0.00648564 9.96846e-06 0.000156643 0.0310079 0.0435206 0.0653434 0.571473 0.0113886 0.998798 1.43705 0.0839947 0.00252162 0.0727499 0.00847479 1.92169 0.0172384 0.181054 0.000478015 1.6803 0.00604607 0.0263684 0.0399415 0.00698339 3.11305 0.148827 0.00968642 0.140177 0.000675139 0.000953128 0.0155142 2.2757e-05 0.0660925 0.658777 0.000456609 4.56731 0.186445
0.561836 1.28e-06 0.00421866 0.010949 0.00650647 0.0125456 0.00648602 9.96908e-06 0.00015668 0.0310075 0.0435206 0.0653433 0.57147 0.0113877 0.998798 1.43704 0.0839947 0.00252169 0.0727523 0.00847488 1.92172 0.0172376 0.181054 0.000478049 1.6803 0.00604602 0.0263666 0.0399392 0.0069835 3.11305 0.148827 0.0096864 0.140178 0.000675146 0.000953118 0.0155133 2.27587e-05 0.0660933 0.658785 0.000456613 4.56729 0.186448
0.562998 1.28e-06 0.00421832 0.0109491 0.00650646 0.0125446 0.00648641 9.96968e-06 0.000156643 0.0310071 0.0435206 0.0653434 0.571468 0.0113868 0.998797 1.43704 0.0839947 0.00252176 0.0727546 0.00847497 1.92175 0.0172368 0.181054 0.00047801 1.6803 0.00604604 0.0263648 0.0399369 0.00698359 3.11305 0.148827 0.00968638 0.14018 0.000675152 0.000953109 0.0155124 2.27603e-05 0.0660941 0.658792 0.000456618 4.56726 0.186451
0.564282 1.28e-06 0.00421795 0.0109492 0.00650645 0.0125435 0.00648683 9.97035e-06 0.0001567 0.0310067 0.0435206 0.0653433 0.571465 0.0113858 0.998796 1.43703 0.0839947 0.00252183 0.0727571 0.00847508 1.92178 0.0172359 0.181054 0.000478064 1.6803 0.00604597 0.0263628 0.0399343 0.0069837 3.11305 0.148826 0.00968636 0.140182 0.000675159 0.000953098 0.0155114 2.2762e-05 0.0660949 0.658801 0.000456622 4.56723 0.186455
0.5654 1.28e-06 0.00421764 0.0109493 0.00650643 0.0125425 0.00648719 9.97093e-06 0.000156644 0.0310064 0.0435206 0.0653434 0.571463 0.0113849 0.998796 1.43702 0.0839947 0.0025219 0.0727593 0.00847516 1.92181 0.0172352 0.181054 0.000478006 1.6803 0.00604601 0.0263611 0.0399322 0.00698379 3.11305 0.148826 0.00968635 0.140183 0.000675165 0.000953089 0.0155106 2.27636e-05 0.0660956 0.658808 0.000456627 4.5672 0.186457
0.566534 2.56e-06 0.00421732 0.0109494 0.00650642 0.0125416 0.00648756 9.97151e-06 0.000156675 0.031006 0.0435206 0.0653433 0.571461 0.0113841 0.998795 1.43702 0.0839947 0.00252196 0.0727616 0.00847525 1.92184 0.0172344 0.181054 0.000478036 1.6803 0.00604597 0.0263594 0.03993 0.00698388 3.11305 0.148826 0.00968633 0.140185 0.000675171 0.00095308 0.0155097 2.27651e-05 0.0660964 0.658815 0.000456631 4.56718 0.18646
0.567678 1.28e-06 0.00421699 0.0109494 0.00650641 0.0125406 0.00648793 9.9721e-06 0.000156689 0.0310057 0.0435206 0.0653433 0.571458 0.0113832 0.998795 1.43701 0.0839947 0.00252203 0.0727638 0.00847534 1.92187 0.0172336 0.181054 0.000478047 1.6803 0.00604594 0.0263576 0.0399278 0.00698397 3.11305 0.148825 0.00968632 0.140186 0.000675177 0.000953071 0.0155088 2.27667e-05 0.0660971 0.658823 0.000456635 4.56715 0.186463
0.568844 1.28e-06 0.00421667 0.0109495 0.00650639 0.0125396 0.00648831 9.97271e-06 0.000156681 0.0310053 0.0435206 0.0653433 0.571456 0.0113823 0.998794 1.437 0.0839947 0.00252209 0.0727661 0.00847543 1.9219 0.0172328 0.181054 0.000478037 1.6803 0.00604593 0.0263558 0.0399255 0.00698406 3.11305 0.148825 0.0096863 0.140188 0.000675183 0.000953062 0.015508 2.27683e-05 0.0660979 0.65883 0.00045664 4.56713 0.186466
0.569962 1.28e-06 0.00421636 0.0109496 0.00650638 0.0125387 0.00648867 9.97328e-06 0.000156651 0.0310049 0.0435206 0.0653433 0.571453 0.0113815 0.998794 1.437 0.0839947 0.00252215 0.0727682 0.00847551 1.92193 0.0172321 0.181054 0.000478005 1.6803 0.00604595 0.0263541 0.0399234 0.00698414 3.11305 0.148824 0.00968628 0.140189 0.000675188 0.000953053 0.0155071 2.27698e-05 0.0660986 0.658838 0.000456644 4.5671 0.186469
0.571107 6.4e-07 0.00421605 0.0109497 0.00650637 0.0125377 0.00648905 9.97387e-06 0.000156676 0.0310046 0.0435206 0.0653433 0.571451 0.0113806 0.998793 1.43699 0.0839947 0.00252222 0.0727704 0.0084756 1.92196 0.0172313 0.181054 0.000478028 1.6803 0.00604591 0.0263524 0.0399212 0.00698423 3.11305 0.148824 0.00968627 0.140191 0.000675194 0.000953044 0.0155063 2.27714e-05 0.0660993 0.658845 0.000456648 4.56708 0.186471
0.572269 2.56e-06 0.00421573 0.0109498 0.00650636 0.0125368 0.00648942 9.97447e-06 0.000156676 0.0310042 0.0435206 0.0653433 0.571448 0.0113798 0.998793 1.43698 0.0839947 0.00252228 0.0727727 0.00847568 1.92199 0.0172305 0.181054 0.000478026 1.6803 0.0060459 0.0263506 0.039919 0.00698431 3.11305 0.148824 0.00968625 0.140192 0.000675201 0.000953034 0.0155054 2.2773e-05 0.0661 0.658853 0.000456653 4.56705 0.186474
0.573429 1.28e-06 0.00421542 0.0109499 0.00650634 0.0125359 0.0064898 9.97506e-06 0.000156634 0.0310039 0.0435206 0.0653434 0.571446 0.0113789 0.998793 1.43698 0.0839947 0.00252234 0.0727749 0.00847577 1.92202 0.0172297 0.181054 0.000477982 1.6803 0.00604592 0.0263488 0.0399169 0.0069844 3.11305 0.148823 0.00968624 0.140194 0.000675207 0.000953025 0.0155046 2.27746e-05 0.0661008 0.65886 0.000456657 4.56702 0.186477
0.574588 5.12e-06 0.00421511 0.01095 0.00650633 0.0125349 0.00649017 9.97566e-06 0.000156677 0.0310035 0.0435206 0.0653433 0.571443 0.0113781 0.998792 1.43697 0.0839947 0.00252241 0.072777 0.00847586 1.92205 0.017229 0.181054 0.000478022 1.6803 0.00604587 0.026347 0.0399147 0.00698448 3.11305 0.148823 0.00968622 0.140195 0.000675213 0.000953016 0.0155037 2.27761e-05 0.0661015 0.658868 0.000456661 4.567 0.18648
0.575717 1.28e-06 0.00421481 0.0109501 0.00650632 0.012534 0.00649053 9.97624e-06 0.000156557 0.0310031 0.0435206 0.0653434 0.571441 0.0113773 0.998792 1.43697 0.0839947 0.00252247 0.0727792 0.00847594 1.92208 0.0172282 0.181054 0.000477902 1.6803 0.00604597 0.0263453 0.0399126 0.00698455 3.11305 0.148823 0.00968621 0.140197 0.000675218 0.000953007 0.0155029 2.27777e-05 0.0661022 0.658875 0.000456666 4.56697 0.186483
0.57698 1.28e-06 0.00421448 0.0109501 0.0065063 0.012533 0.00649094 9.97688e-06 0.000156678 0.0310028 0.0435206 0.0653433 0.571438 0.0113764 0.998791 1.43696 0.0839947 0.00252254 0.0727815 0.00847603 1.92211 0.0172274 0.181054 0.000478019 1.6803 0.00604584 0.0263434 0.0399103 0.00698464 3.11305 0.148822 0.00968619 0.140198 0.000675225 0.000952997 0.015502 2.27794e-05 0.0661029 0.658883 0.00045667 4.56694 0.186486
0.57816 2.56e-06 0.00421417 0.0109502 0.00650629 0.0125321 0.00649132 9.97748e-06 0.000156677 0.0310024 0.0435205 0.0653433 0.571435 0.0113756 0.998791 1.43695 0.0839947 0.0025226 0.0727837 0.00847612 1.92214 0.0172266 0.181054 0.000478017 1.6803 0.00604583 0.0263416 0.0399081 0.00698471 3.11305 0.148822 0.00968617 0.1402 0.000675231 0.000952988 0.0155011 2.2781e-05 0.0661037 0.658891 0.000456675 4.56692 0.186488
0.579385 1.28e-06 0.00421386 0.0109503 0.00650628 0.0125312 0.00649171 9.9781e-06 0.000156645 0.031002 0.0435205 0.0653434 0.571433 0.0113747 0.99879 1.43695 0.0839947 0.00252266 0.072786 0.00847621 1.92218 0.0172258 0.181054 0.000477983 1.6803 0.00604584 0.0263397 0.0399059 0.00698479 3.11305 0.148822 0.00968616 0.140201 0.000675237 0.000952978 0.0155003 2.27826e-05 0.0661044 0.658899 0.000456679 4.56689 0.186491
0.580519 2.56e-06 0.00421357 0.0109504 0.00650626 0.0125303 0.00649207 9.97868e-06 0.000156677 0.0310017 0.0435205 0.0653433 0.57143 0.0113739 0.99879 1.43694 0.0839947 0.00252272 0.072788 0.00847629 1.92221 0.017225 0.181054 0.000478013 1.6803 0.0060458 0.026338 0.0399039 0.00698486 3.11305 0.148821 0.00968614 0.140203 0.000675243 0.000952969 0.0154994 2.27841e-05 0.0661051 0.658906 0.000456683 4.56687 0.186494
0.581758 2.56e-06 0.00421325 0.0109505 0.00650625 0.0125293 0.00649247 9.97931e-06 0.000156677 0.0310013 0.0435205 0.0653433 0.571427 0.0113731 0.998789 1.43693 0.0839947 0.00252279 0.0727903 0.00847637 1.92224 0.0172242 0.181054 0.000478011 1.6803 0.00604579 0.0263361 0.0399016 0.00698494 3.11305 0.148821 0.00968613 0.140204 0.00067525 0.00095296 0.0154986 2.27858e-05 0.0661058 0.658914 0.000456688 4.56684 0.186497
0.582986 2.56e-06 0.00421294 0.0109506 0.00650624 0.0125284 0.00649286 9.97993e-06 0.000156678 0.0310009 0.0435205 0.0653433 0.571425 0.0113723 0.998789 1.43693 0.0839947 0.00252285 0.0727925 0.00847646 1.92227 0.0172234 0.181054 0.000478009 1.6803 0.00604577 0.0263342 0.0398994 0.00698501 3.11305 0.148821 0.00968611 0.140206 0.000675256 0.00095295 0.0154977 2.27875e-05 0.0661066 0.658922 0.000456693 4.56681 0.1865
0.584094 2.56e-06 0.00421266 0.0109507 0.00650623 0.0125276 0.00649321 9.98049e-06 0.000156678 0.0310006 0.0435205 0.0653433 0.571422 0.0113715 0.998788 1.43692 0.0839947 0.00252291 0.0727945 0.00847654 1.9223 0.0172227 0.181054 0.000478008 1.6803 0.00604576 0.0263325 0.0398975 0.00698508 3.11305 0.14882 0.0096861 0.140207 0.000675262 0.000952941 0.0154969 2.27889e-05 0.0661072 0.658929 0.000456697 4.56679 0.186502
0.585273 1.28e-06 0.00421237 0.0109507 0.00650621 0.0125267 0.00649359 9.98109e-06 0.000156638 0.0310002 0.0435205 0.0653434 0.57142 0.0113707 0.998788 1.43691 0.0839947 0.00252296 0.0727966 0.00847662 1.92233 0.0172219 0.181054 0.000477967 1.6803 0.00604578 0.0263307 0.0398954 0.00698515 3.11305 0.14882 0.00968608 0.140208 0.000675268 0.000952932 0.0154961 2.27905e-05 0.0661079 0.658936 0.000456701 4.56676 0.186505
0.586421 1.28e-06 0.00421209 0.0109508 0.0065062 0.0125258 0.00649395 9.98166e-06 0.000156691 0.0309998 0.0435205 0.0653433 0.571417 0.01137 0.998787 1.43691 0.0839947 0.00252302 0.0727987 0.0084767 1.92236 0.0172211 0.181054 0.000478018 1.6803 0.00604572 0.026329 0.0398934 0.00698521 3.11305 0.14882 0.00968607 0.14021 0.000675274 0.000952923 0.0154953 2.27921e-05 0.0661086 0.658944 0.000456705 4.56674 0.186508
0.587545 2.56e-06 0.00421181 0.0109509 0.00650619 0.012525 0.00649431 9.98223e-06 0.000156678 0.0309995 0.0435205 0.0653433 0.571414 0.0113692 0.998787 1.4369 0.0839947 0.00252308 0.0728007 0.00847678 1.92239 0.0172204 0.181054 0.000478003 1.6803 0.00604572 0.0263273 0.0398914 0.00698527 3.11305 0.14882 0.00968605 0.140211 0.000675279 0.000952914 0.0154946 2.27936e-05 0.0661092 0.658951 0.000456709 4.56671 0.18651
0.58872 1.28e-06 0.00421153 0.010951 0.00650617 0.0125242 0.00649468 9.98282e-06 0.000156639 0.0309991 0.0435205 0.0653434 0.571412 0.0113684 0.998786 1.43689 0.0839947 0.00252314 0.0728027 0.00847686 1.92242 0.0172196 0.181054 0.000477962 1.6803 0.00604575 0.0263255 0.0398894 0.00698533 3.11305 0.148819 0.00968604 0.140212 0.000675285 0.000952905 0.0154938 2.27951e-05 0.0661099 0.658958 0.000456714 4.56669 0.186513
0.589771 2.56e-06 0.00421128 0.0109511 0.00650616 0.0125234 0.00649501 9.98335e-06 0.000156678 0.0309988 0.0435205 0.0653433 0.571409 0.0113678 0.998786 1.43689 0.0839947 0.00252319 0.0728046 0.00847693 1.92245 0.0172189 0.181054 0.000478 1.6803 0.0060457 0.0263239 0.0398876 0.00698539 3.11305 0.148819 0.00968603 0.140213 0.000675291 0.000952897 0.0154931 2.27965e-05 0.0661105 0.658965 0.000456718 4.56666 0.186516
0.590827 1.28e-06 0.00421103 0.0109511 0.00650615 0.0125226 0.00649535 9.98388e-06 0.000156655 0.0309985 0.0435205 0.0653433 0.571407 0.0113671 0.998786 1.43688 0.0839947 0.00252324 0.0728064 0.008477 1.92248 0.0172183 0.181054 0.000477975 1.6803 0.00604571 0.0263223 0.0398858 0.00698544 3.11305 0.148819 0.00968602 0.140215 0.000675296 0.000952889 0.0154923 2.27979e-05 0.0661111 0.658972 0.000456721 4.56664 0.186518
