t dt Rul5P PEP P2f Rib5P P2NADP NADPf NADH P2NADPH P1NADPH NAD Mgf Xul5P Phi MgATP Pyr MgAMP AMPf Gri2P Gri23P2f Sed7P ATPf Gri13P2 Lac GraP GlcA6P Glc6P E4P GSH DHAP Fru16P2 MgADP GSSG NADPHf Fru6P P1NADP Gri3P MgGri23P2 P1f Glcin ADPf
0.212244 1.28e-06 0.0046628 0.0108672 0.00650201 0.0138735 0.00661987 1.01736e-05 0.00015647 0.0308781 0.0435186 0.0653435 0.571303 0.0125865 0.999282 1.44221 0.0839939 0.00245574 0.0707921 0.00839427 1.91276 0.0173075 0.181759 0.000480382 1.6803 0.00606564 0.0266526 0.0419054 0.00667328 3.11304 0.149305 0.00971187 0.138514 0.000677927 0.000949951 0.0162869 2.33246e-05 0.0654155 0.655516 0.000458115 4.5752 0.184267
0.213336 1.28e-06 0.00465919 0.0108677 0.00650219 0.0138627 0.00661447 1.01652e-05 0.000156508 0.0308833 0.0435186 0.0653435 0.571308 0.0125768 0.999281 1.44218 0.0839939 0.00245615 0.070804 0.00839465 1.91279 0.0173094 0.181754 0.000480393 1.6803 0.00606531 0.0266538 0.0418937 0.00667588 3.11304 0.149297 0.00971123 0.138525 0.000677826 0.000950081 0.0162823 2.33016e-05 0.0654184 0.65553 0.000458053 4.57519 0.18428
0.214435 1.28e-06 0.00465558 0.0108683 0.00650237 0.013852 0.00660917 1.01569e-05 0.000156509 0.0308885 0.0435187 0.0653435 0.571313 0.012567 0.99928 1.44215 0.0839939 0.00245656 0.070816 0.00839504 1.91282 0.0173113 0.181748 0.000480368 1.6803 0.00606502 0.026655 0.0418819 0.00667848 3.11304 0.14929 0.00971061 0.138536 0.000677727 0.000950209 0.0162777 2.32791e-05 0.0654214 0.655545 0.000457992 4.57518 0.184293
0.215544 1.28e-06 0.00465195 0.0108688 0.00650255 0.0138412 0.00660393 1.01487e-05 0.000156476 0.0308935 0.0435188 0.0653435 0.571317 0.0125572 0.999279 1.44212 0.0839939 0.00245698 0.0708282 0.00839544 1.91284 0.0173133 0.181743 0.000480309 1.6803 0.00606477 0.0266561 0.04187 0.00668111 3.11304 0.149283 0.00971 0.138547 0.000677629 0.000950335 0.016273 2.32569e-05 0.0654245 0.65556 0.000457932 4.57517 0.184306
0.216591 2.56e-06 0.00464856 0.0108693 0.00650272 0.013831 0.00659911 1.01412e-05 0.00015651 0.0308982 0.0435189 0.0653435 0.571322 0.0125481 0.999278 1.44209 0.0839939 0.00245738 0.0708397 0.00839581 1.91287 0.0173151 0.181738 0.000480319 1.6803 0.00606448 0.0266572 0.0418588 0.00668357 3.11304 0.149277 0.00970945 0.138557 0.000677539 0.000950451 0.0162686 2.32365e-05 0.0654274 0.655574 0.000457877 4.57516 0.184318
0.21771 1.28e-06 0.00464497 0.0108698 0.00650289 0.0138203 0.00659407 1.01334e-05 0.000156524 0.030903 0.043519 0.0653435 0.571327 0.0125384 0.999276 1.44206 0.0839939 0.0024578 0.0708519 0.00839622 1.9129 0.0173169 0.181732 0.000480307 1.6803 0.00606419 0.0266584 0.0418469 0.0066862 3.11305 0.14927 0.00970889 0.138568 0.000677445 0.000950573 0.0162639 2.32151e-05 0.0654306 0.655589 0.000457819 4.57515 0.184332
0.218807 1.28e-06 0.00464146 0.0108703 0.00650305 0.0138098 0.00658924 1.01259e-05 0.000156512 0.0309077 0.043519 0.0653435 0.571332 0.0125289 0.999275 1.44203 0.0839939 0.00245821 0.070864 0.00839663 1.91292 0.0173188 0.181727 0.00048027 1.6803 0.00606394 0.0266595 0.0418352 0.00668878 3.11305 0.149264 0.00970836 0.138579 0.000677354 0.000950689 0.0162593 2.31947e-05 0.0654338 0.655604 0.000457764 4.57514 0.184344
0.219918 1.28e-06 0.00463794 0.0108708 0.00650321 0.0137993 0.00658448 1.01184e-05 0.000156491 0.0309123 0.0435191 0.0653435 0.571336 0.0125194 0.999274 1.442 0.0839939 0.00245864 0.0708762 0.00839704 1.91295 0.0173206 0.181721 0.000480225 1.6803 0.0060637 0.0266605 0.0418233 0.00669137 3.11305 0.149257 0.00970784 0.13859 0.000677265 0.000950804 0.0162546 2.31745e-05 0.0654371 0.655619 0.000457709 4.57513 0.184358
0.220967 1.28e-06 0.00463464 0.0108713 0.00650336 0.0137895 0.00658008 1.01116e-05 0.000156539 0.0309166 0.0435192 0.0653435 0.571341 0.0125105 0.999272 1.44197 0.0839939 0.00245903 0.0708877 0.00839744 1.91298 0.0173224 0.181716 0.000480249 1.6803 0.00606342 0.0266615 0.0418122 0.00669381 3.11305 0.149252 0.00970736 0.1386 0.000677183 0.00095091 0.0162502 2.31558e-05 0.0654403 0.655633 0.000457659 4.57512 0.18437
0.222039 1.28e-06 0.00463129 0.0108718 0.00650351 0.0137795 0.00657568 1.01047e-05 0.000156534 0.0309208 0.0435193 0.0653435 0.571346 0.0125015 0.999271 1.44194 0.0839939 0.00245944 0.0708995 0.00839785 1.913 0.0173241 0.181711 0.000480222 1.6803 0.00606319 0.0266625 0.0418008 0.00669629 3.11305 0.149246 0.0097069 0.138611 0.000677101 0.000951016 0.0162457 2.31372e-05 0.0654436 0.655647 0.000457609 4.57511 0.184383
0.223118 2.56e-06 0.00462794 0.0108723 0.00650366 0.0137695 0.00657136 1.0098e-05 0.000156515 0.030925 0.0435193 0.0653435 0.57135 0.0124924 0.999269 1.44191 0.0839939 0.00245985 0.0709114 0.00839826 1.91303 0.0173258 0.181706 0.00048018 1.6803 0.00606298 0.0266635 0.0417893 0.00669879 3.11305 0.14924 0.00970645 0.138622 0.00067702 0.00095112 0.0162412 2.3119e-05 0.0654469 0.655662 0.000457559 4.5751 0.184395
0.224181 1.28e-06 0.00462466 0.0108728 0.0065038 0.0137597 0.0065672 1.00915e-05 0.000156551 0.030929 0.0435194 0.0653434 0.571355 0.0124836 0.999267 1.44188 0.0839939 0.00246025 0.070923 0.00839867 1.91306 0.0173275 0.1817 0.000480194 1.6803 0.00606272 0.0266645 0.041778 0.00670124 3.11305 0.149235 0.00970603 0.138632 0.000676942 0.00095122 0.0162367 2.31014e-05 0.0654502 0.655676 0.000457512 4.57509 0.184408
0.225296 1.28e-06 0.00462125 0.0108733 0.00650394 0.0137495 0.00656295 1.00849e-05 0.000156545 0.0309331 0.0435195 0.0653435 0.57136 0.0124744 0.999265 1.44184 0.0839939 0.00246067 0.0709353 0.00839911 1.91308 0.0173293 0.181695 0.000480164 1.6803 0.0060625 0.0266655 0.0417662 0.00670379 3.11305 0.149229 0.0097056 0.138643 0.000676863 0.000951323 0.0162321 2.30833e-05 0.0654537 0.655691 0.000457463 4.57508 0.184421
0.226392 6.4e-07 0.00461792 0.0108738 0.00650408 0.0137396 0.00655886 1.00786e-05 0.000156855 0.0309371 0.0435195 0.0653431 0.571365 0.0124654 0.999263 1.44181 0.0839939 0.00246109 0.0709473 0.00839954 1.91311 0.0173309 0.18169 0.000480448 1.6803 0.00606198 0.0266664 0.0417546 0.00670629 3.11305 0.149224 0.00970519 0.138654 0.000676787 0.000951421 0.0162275 2.30661e-05 0.0654572 0.655706 0.000457417 4.57507 0.184434
0.227462 1.28e-06 0.00461469 0.0108742 0.00650422 0.01373 0.00655497 1.00725e-05 0.000156487 0.0309408 0.0435196 0.0653435 0.571369 0.0124567 0.999262 1.44178 0.0839939 0.00246149 0.070959 0.00839996 1.91314 0.0173326 0.181684 0.000480064 1.6803 0.00606213 0.0266673 0.0417433 0.00670873 3.11305 0.149218 0.00970482 0.138665 0.000676714 0.000951515 0.0162231 2.30496e-05 0.0654607 0.65572 0.000457372 4.57506 0.184446
0.228577 1.28e-06 0.00461135 0.0108748 0.00650435 0.01372 0.00655101 1.00663e-05 0.000156495 0.0309446 0.0435196 0.0653435 0.571374 0.0124477 0.999259 1.44175 0.0839939 0.00246191 0.0709711 0.00840041 1.91316 0.0173342 0.181679 0.00048005 1.6803 0.00606191 0.0266682 0.0417316 0.00671125 3.11305 0.149213 0.00970444 0.138676 0.00067664 0.00095161 0.0162184 2.30329e-05 0.0654643 0.655735 0.000457327 4.57504 0.184459
0.229692 1.28e-06 0.00460803 0.0108753 0.00650448 0.0137101 0.00654714 1.00603e-05 0.000156456 0.0309484 0.0435197 0.0653435 0.571379 0.0124387 0.999257 1.44172 0.0839939 0.00246233 0.0709833 0.00840085 1.91319 0.0173359 0.181673 0.00047999 1.6803 0.00606174 0.0266691 0.0417198 0.00671376 3.11305 0.149208 0.00970408 0.138687 0.000676567 0.000951703 0.0162138 2.30165e-05 0.065468 0.65575 0.000457283 4.57503 0.184472
0.230852 1.28e-06 0.00460461 0.0108758 0.00650461 0.0136999 0.00654322 1.00542e-05 0.000156456 0.0309522 0.0435198 0.0653435 0.571384 0.0124295 0.999255 1.44169 0.0839939 0.00246277 0.0709959 0.00840132 1.91322 0.0173375 0.181668 0.000479968 1.6803 0.00606153 0.02667 0.0417077 0.00671636 3.11305 0.149203 0.00970371 0.138698 0.000676494 0.000951798 0.016209 2.3e-05 0.0654718 0.655765 0.000457238 4.57502 0.184486
0.232012 1.28e-06 0.00460121 0.0108763 0.00650474 0.0136898 0.0065394 1.00483e-05 0.000156457 0.0309559 0.0435198 0.0653435 0.571389 0.0124203 0.999253 1.44166 0.0839939 0.00246321 0.0710085 0.00840179 1.91325 0.0173392 0.181662 0.000479947 1.6803 0.00606133 0.0266708 0.0416955 0.00671895 3.11305 0.149198 0.00970337 0.138709 0.000676423 0.00095189 0.0162042 2.29838e-05 0.0654757 0.655781 0.000457194 4.575 0.184499
0.233171 1.28e-06 0.00459784 0.0108768 0.00650487 0.0136797 0.00653568 1.00425e-05 0.000156459 0.0309595 0.0435199 0.0653435 0.571394 0.0124112 0.99925 1.44163 0.0839939 0.00246364 0.071021 0.00840226 1.91328 0.0173408 0.181656 0.000479927 1.6803 0.00606113 0.0266717 0.0416834 0.00672152 3.11305 0.149193 0.00970304 0.138721 0.000676353 0.000951979 0.0161994 2.29681e-05 0.0654796 0.655796 0.000457152 4.57499 0.184513
0.234331 6.4e-07 0.00459449 0.0108773 0.00650499 0.0136697 0.00653205 1.00369e-05 0.000156524 0.030963 0.0435199 0.0653435 0.571399 0.0124022 0.999248 1.44159 0.0839939 0.00246407 0.0710335 0.00840273 1.9133 0.0173424 0.181651 0.000479971 1.6803 0.00606087 0.0266725 0.0416713 0.00672409 3.11305 0.149189 0.00970273 0.138732 0.000676285 0.000952067 0.0161947 2.29528e-05 0.0654835 0.655812 0.000457111 4.57498 0.184526
0.235396 6.4e-07 0.00459143 0.0108778 0.0065051 0.0136606 0.00652881 1.00318e-05 0.000156525 0.0309661 0.04352 0.0653435 0.571404 0.0123939 0.999246 1.44156 0.0839939 0.00246447 0.0710449 0.00840317 1.91333 0.0173438 0.181646 0.000479952 1.6803 0.0060607 0.0266732 0.0416602 0.00672642 3.11305 0.149184 0.00970245 0.138742 0.000676224 0.000952145 0.0161903 2.29391e-05 0.0654871 0.655826 0.000457074 4.57496 0.184539
0.236532 1.28e-06 0.0045882 0.0108783 0.00650522 0.013651 0.00652542 1.00265e-05 0.000156511 0.0309694 0.04352 0.0653435 0.571408 0.0123852 0.999243 1.44153 0.0839939 0.00246489 0.0710571 0.00840364 1.91336 0.0173453 0.18164 0.000479918 1.6803 0.00606054 0.026674 0.0416484 0.00672891 3.11305 0.14918 0.00970217 0.138753 0.000676161 0.000952226 0.0161857 2.29248e-05 0.0654909 0.655841 0.000457035 4.57495 0.184552
0.237603 2.56e-06 0.00458517 0.0108788 0.00650532 0.0136419 0.00652232 1.00217e-05 0.000156532 0.0309724 0.0435201 0.0653435 0.571413 0.012377 0.999241 1.4415 0.0839939 0.00246529 0.0710686 0.00840408 1.91338 0.0173467 0.181635 0.000479921 1.6803 0.00606035 0.0266747 0.0416373 0.00673124 3.11305 0.149176 0.00970192 0.138763 0.000676103 0.000952301 0.0161813 2.29117e-05 0.0654946 0.655855 0.000457 4.57494 0.184564
0.238646 6.4e-07 0.00458224 0.0108792 0.00650542 0.0136332 0.00651936 1.00171e-05 0.000156528 0.0309752 0.0435201 0.0653435 0.571417 0.0123691 0.999238 1.44148 0.0839939 0.00246568 0.0710797 0.00840451 1.91341 0.017348 0.18163 0.000479899 1.6803 0.0060602 0.0266753 0.0416266 0.00673349 3.11305 0.149172 0.00970168 0.138773 0.000676048 0.000952372 0.0161771 2.28992e-05 0.0654982 0.655868 0.000456966 4.57492 0.184576
0.239804 1.28e-06 0.00457901 0.0108797 0.00650553 0.0136236 0.00651616 1.00122e-05 0.000156507 0.0309783 0.0435202 0.0653435 0.571422 0.0123604 0.999236 1.44144 0.0839939 0.0024661 0.071092 0.00840499 1.91344 0.0173494 0.181625 0.000479858 1.6803 0.00606005 0.026676 0.0416146 0.00673598 3.11305 0.149168 0.00970143 0.138784 0.000675988 0.000952449 0.0161724 2.28857e-05 0.0655022 0.655884 0.00045693 4.57491 0.184589
0.240829 1.28e-06 0.00457617 0.0108802 0.00650563 0.0136151 0.0065134 1.00079e-05 0.000156528 0.030981 0.0435202 0.0653435 0.571426 0.0123527 0.999233 1.44142 0.0839939 0.00246648 0.0711028 0.00840541 1.91346 0.0173507 0.18162 0.000479862 1.6803 0.00605989 0.0266766 0.0416041 0.00673817 3.11305 0.149164 0.00970122 0.138794 0.000675936 0.000952516 0.0161682 2.28741e-05 0.0655058 0.655897 0.000456898 4.57489 0.184601
0.241961 2.56e-06 0.00457306 0.0108806 0.00650573 0.0136058 0.00651043 1.00032e-05 0.000156531 0.0309838 0.0435203 0.0653435 0.571431 0.0123443 0.99923 1.44139 0.0839939 0.00246689 0.0711147 0.00840588 1.91349 0.017352 0.181614 0.000479847 1.6803 0.00605973 0.0266773 0.0415925 0.00674058 3.11305 0.149161 0.00970099 0.138805 0.00067588 0.000952587 0.0161637 2.28616e-05 0.0655097 0.655912 0.000456864 4.57488 0.184614
0.243124 1.28e-06 0.00456988 0.0108811 0.00650583 0.0135964 0.00650745 9.99861e-06 0.000156469 0.0309867 0.0435203 0.0653435 0.571436 0.0123357 0.999228 1.44135 0.0839939 0.00246732 0.0711269 0.00840637 1.91352 0.0173533 0.181609 0.000479767 1.6803 0.00605963 0.0266779 0.0415807 0.00674304 3.11305 0.149157 0.00970077 0.138816 0.000675824 0.000952659 0.016159 2.2849e-05 0.0655137 0.655927 0.000456831 4.57486 0.184627
0.244253 1.28e-06 0.00456682 0.0108816 0.00650592 0.0135872 0.00650463 9.99424e-06 0.000156511 0.0309894 0.0435204 0.0653435 0.57144 0.0123275 0.999225 1.44132 0.0839939 0.00246773 0.0711387 0.00840683 1.91355 0.0173546 0.181604 0.00047979 1.6803 0.00605944 0.0266785 0.0415692 0.00674541 3.11305 0.149153 0.00970057 0.138826 0.000675772 0.000952726 0.0161545 2.28371e-05 0.0655177 0.655942 0.000456799 4.57485 0.184639
0.24523 1.28e-06 0.00456419 0.010882 0.006506 0.0135794 0.00650226 9.99055e-06 0.000156534 0.0309917 0.0435204 0.0653435 0.571444 0.0123204 0.999223 1.4413 0.0839939 0.00246808 0.0711489 0.00840724 1.91357 0.0173557 0.181599 0.000479798 1.6803 0.0060593 0.026679 0.0415593 0.00674745 3.11305 0.14915 0.0097004 0.138835 0.000675727 0.000952784 0.0161506 2.28271e-05 0.0655211 0.655954 0.000456772 4.57483 0.18465
0.246364 1.28e-06 0.00456116 0.0108825 0.00650609 0.0135703 0.00649957 9.98637e-06 0.000156513 0.0309943 0.0435204 0.0653435 0.571449 0.0123122 0.99922 1.44127 0.0839939 0.00246849 0.0711606 0.00840771 1.9136 0.0173569 0.181594 0.000479759 1.6803 0.00605918 0.0266796 0.0415478 0.0067498 3.11305 0.149146 0.00970021 0.138846 0.000675676 0.000952848 0.016146 2.28158e-05 0.0655251 0.655969 0.000456741 4.57482 0.184663
0.247345 1.28e-06 0.00455855 0.0108829 0.00650617 0.0135626 0.0064973 9.98284e-06 0.000156519 0.0309965 0.0435205 0.0653435 0.571452 0.0123052 0.999217 1.44124 0.0839939 0.00246884 0.0711707 0.00840812 1.91362 0.0173579 0.18159 0.00047975 1.6803 0.00605905 0.02668 0.0415379 0.00675183 3.11305 0.149143 0.00970006 0.138855 0.000675634 0.000952903 0.0161421 2.28062e-05 0.0655285 0.655982 0.000456715 4.5748 0.184674
0.248496 1.28e-06 0.00455551 0.0108834 0.00650626 0.0135535 0.0064947 9.97881e-06 0.00015658 0.030999 0.0435205 0.0653434 0.571457 0.012297 0.999214 1.44121 0.0839939 0.00246925 0.0711826 0.0084086 1.91365 0.0173591 0.181584 0.000479793 1.6803 0.00605885 0.0266805 0.0415263 0.00675419 3.11305 0.14914 0.00969988 0.138866 0.000675585 0.000952965 0.0161376 2.27953e-05 0.0655325 0.655996 0.000456686 4.57479 0.184687
0.249575 1.28e-06 0.00455269 0.0108839 0.00650634 0.0135451 0.00649233 9.97513e-06 0.000156553 0.0310013 0.0435206 0.0653434 0.571461 0.0122893 0.999212 1.44118 0.0839939 0.00246963 0.0711936 0.00840905 1.91367 0.0173602 0.181579 0.000479751 1.6803 0.00605875 0.026681 0.0415155 0.00675639 3.11305 0.149137 0.00969972 0.138875 0.00067554 0.000953022 0.0161333 2.27853e-05 0.0655363 0.65601 0.000456659 4.57477 0.184698
0.250556 1.28e-06 0.00455013 0.0108843 0.00650641 0.0135375 0.00649022 9.97186e-06 0.000156579 0.0310034 0.0435206 0.0653434 0.571465 0.0122824 0.999209 1.44116 0.0839939 0.00246998 0.0712036 0.00840945 1.9137 0.0173612 0.181575 0.000479762 1.6803 0.00605862 0.0266814 0.0415057 0.00675838 3.11305 0.149134 0.00969959 0.138884 0.000675501 0.000953073 0.0161295 2.27764e-05 0.0655397 0.656023 0.000456635 4.57476 0.184709
0.251665 1.28e-06 0.00454726 0.0108847 0.00650649 0.0135289 0.0064879 9.96825e-06 0.00015654 0.0310056 0.0435206 0.0653435 0.571469 0.0122747 0.999206 1.44113 0.0839939 0.00247037 0.0712148 0.00840991 1.91373 0.0173622 0.18157 0.000479708 1.6803 0.00605853 0.0266819 0.0414947 0.00676061 3.11305 0.149131 0.00969944 0.138894 0.000675457 0.000953129 0.0161251 2.27666e-05 0.0655436 0.656037 0.000456608 4.57474 0.184721
0.252771 1.28e-06 0.00454442 0.0108852 0.00650656 0.0135205 0.00648564 9.96475e-06 0.000156567 0.0310078 0.0435207 0.0653434 0.571473 0.012267 0.999204 1.4411 0.0839939 0.00247076 0.0712259 0.00841037 1.91375 0.0173632 0.181565 0.000479719 1.6803 0.00605838 0.0266823 0.0414838 0.00676282 3.11305 0.149128 0.0096993 0.138904 0.000675415 0.000953183 0.0161208 2.27571e-05 0.0655475 0.656051 0.000456583 4.57472 0.184733
0.253875 1.28e-06 0.00454161 0.0108856 0.00650664 0.0135121 0.00648345 9.96136e-06 0.000156542 0.0310099 0.0435207 0.0653435 0.571477 0.0122594 0.999201 1.44107 0.0839939 0.00247114 0.071237 0.00841083 1.91378 0.0173642 0.18156 0.000479678 1.6803 0.00605829 0.0266827 0.0414729 0.00676501 3.11305 0.149125 0.00969916 0.138914 0.000675373 0.000953236 0.0161165 2.27479e-05 0.0655514 0.656065 0.000456558 4.57471 0.184745
0.25493 1.28e-06 0.00453894 0.0108861 0.00650671 0.0135041 0.00648141 9.95819e-06 0.00015658 0.0310119 0.0435207 0.0653434 0.571481 0.0122522 0.999198 1.44105 0.0839939 0.0024715 0.0712475 0.00841126 1.91381 0.0173652 0.181556 0.000479702 1.6803 0.00605814 0.026683 0.0414625 0.00676709 3.11305 0.149123 0.00969904 0.138924 0.000675335 0.000953285 0.0161125 2.27393e-05 0.065555 0.656078 0.000456535 4.57469 0.184756
0.255911 1.28e-06 0.00453647 0.0108865 0.00650677 0.0134967 0.00647956 9.95532e-06 0.000156569 0.0310137 0.0435208 0.0653434 0.571485 0.0122456 0.999196 1.44102 0.0839939 0.00247184 0.0712573 0.00841167 1.91383 0.017366 0.181551 0.000479677 1.6803 0.00605805 0.0266834 0.0414529 0.00676902 3.11305 0.14912 0.00969893 0.138932 0.0006753 0.000953329 0.0161087 2.27315e-05 0.0655585 0.656091 0.000456514 4.57468 0.184767
0.256892 1.28e-06 0.00453402 0.0108869 0.00650683 0.0134894 0.00647776 9.95252e-06 0.000156562 0.0310154 0.0435208 0.0653434 0.571488 0.0122389 0.999193 1.441 0.0839939 0.00247218 0.071267 0.00841207 1.91385 0.0173668 0.181547 0.000479656 1.6803 0.00605796 0.0266837 0.0414433 0.00677093 3.11305 0.149118 0.00969882 0.138941 0.000675266 0.000953372 0.0161049 2.27239e-05 0.0655619 0.656103 0.000456493 4.57466 0.184777
0.257874 1.28e-06 0.00453158 0.0108873 0.00650689 0.0134822 0.00647599 9.94978e-06 0.000156586 0.0310171 0.0435208 0.0653434 0.571492 0.0122324 0.99919 1.44097 0.0839939 0.00247251 0.0712766 0.00841247 1.91388 0.0173676 0.181543 0.000479667 1.6803 0.00605784 0.0266839 0.0414338 0.00677283 3.11305 0.149115 0.00969872 0.138949 0.000675233 0.000953415 0.0161011 2.27165e-05 0.0655653 0.656115 0.000456473 4.57464 0.184788
0.258855 1.28e-06 0.00452916 0.0108877 0.00650695 0.0134749 0.00647427 9.94711e-06 0.000156572 0.0310188 0.0435208 0.0653434 0.571495 0.0122258 0.999188 1.44095 0.0839939 0.00247285 0.0712862 0.00841288 1.9139 0.0173684 0.181539 0.000479641 1.6803 0.00605776 0.0266842 0.0414243 0.00677472 3.11305 0.149113 0.00969862 0.138958 0.0006752 0.000953456 0.0160974 2.27093e-05 0.0655687 0.656128 0.000456454 4.57463 0.184798
0.259836 1.28e-06 0.00452675 0.0108881 0.00650701 0.0134678 0.00647259 9.94451e-06 0.000156564 0.0310204 0.0435209 0.0653434 0.571499 0.0122193 0.999185 1.44092 0.0839939 0.00247318 0.0712958 0.00841328 1.91393 0.0173691 0.181534 0.00047962 1.6803 0.00605768 0.0266845 0.0414148 0.00677659 3.11305 0.149111 0.00969852 0.138966 0.000675168 0.000953497 0.0160937 2.27022e-05 0.0655721 0.65614 0.000456435 4.57461 0.184808
0.260818 1.28e-06 0.00452436 0.0108884 0.00650706 0.0134606 0.00647095 9.94196e-06 0.000156586 0.031022 0.0435209 0.0653434 0.571502 0.0122129 0.999183 1.4409 0.0839939 0.00247351 0.0713053 0.00841368 1.91395 0.0173699 0.18153 0.000479629 1.6803 0.00605756 0.0266847 0.0414054 0.00677846 3.11305 0.149108 0.00969843 0.138975 0.000675137 0.000953536 0.01609 2.26953e-05 0.0655755 0.656152 0.000456416 4.5746 0.184819
0.261799 1.28e-06 0.00452198 0.0108888 0.00650712 0.0134535 0.00646935 9.93949e-06 0.000156572 0.0310235 0.0435209 0.0653434 0.571506 0.0122065 0.99918 1.44087 0.0839939 0.00247384 0.0713147 0.00841407 1.91397 0.0173706 0.181526 0.000479603 1.6803 0.00605749 0.0266849 0.041396 0.00678031 3.11305 0.149106 0.00969834 0.138983 0.000675107 0.000953574 0.0160863 2.26886e-05 0.0655789 0.656164 0.000456398 4.57458 0.184829
0.26278 1.28e-06 0.00451962 0.0108892 0.00650717 0.0134465 0.00646779 9.93707e-06 0.000156564 0.031025 0.0435209 0.0653434 0.571509 0.0122001 0.999178 1.44085 0.0839939 0.00247416 0.0713241 0.00841447 1.914 0.0173713 0.181522 0.000479582 1.6803 0.0060574 0.0266851 0.0413866 0.00678215 3.11305 0.149104 0.00969825 0.138992 0.000675078 0.000953612 0.0160826 2.2682e-05 0.0655822 0.656176 0.00045638 4.57456 0.184839
0.26379 1.28e-06 0.00451721 0.0108896 0.00650722 0.0134393 0.00646622 9.93464e-06 0.000156536 0.0310266 0.043521 0.0653435 0.571512 0.0121936 0.999175 1.44082 0.0839939 0.0024745 0.0713338 0.00841488 1.91402 0.017372 0.181518 0.000479542 1.6803 0.00605734 0.0266853 0.041377 0.00678403 3.11305 0.149102 0.00969816 0.139 0.000675048 0.000953649 0.0160788 2.26754e-05 0.0655857 0.656189 0.000456363 4.57455 0.18485
0.264771 1.28e-06 0.00451488 0.01089 0.00650727 0.0134323 0.00646474 9.93234e-06 0.000156519 0.031028 0.043521 0.0653435 0.571516 0.0121873 0.999173 1.4408 0.0839939 0.00247482 0.0713431 0.00841527 1.91405 0.0173726 0.181514 0.000479513 1.6803 0.00605727 0.0266855 0.0413677 0.00678585 3.11305 0.1491 0.00969808 0.139009 0.00067502 0.000953685 0.0160752 2.26692e-05 0.0655891 0.656201 0.000456346 4.57453 0.18486
0.265781 1.28e-06 0.0045125 0.0108904 0.00650732 0.0134252 0.00646325 9.93004e-06 0.000156589 0.0310294 0.043521 0.0653434 0.571519 0.0121809 0.99917 1.44078 0.083994 0.00247515 0.0713526 0.00841568 1.91407 0.0173733 0.18151 0.000479569 1.6803 0.00605712 0.0266857 0.0413582 0.0067877 3.11305 0.149098 0.009698 0.139017 0.000674991 0.000953721 0.0160714 2.26629e-05 0.0655925 0.656213 0.000456329 4.57451 0.18487
0.266778 1.28e-06 0.00451016 0.0108908 0.00650737 0.0134183 0.00646182 9.92782e-06 0.000156554 0.0310308 0.043521 0.0653434 0.571522 0.0121745 0.999167 1.44075 0.083994 0.00247548 0.071362 0.00841608 1.9141 0.0173739 0.181506 0.000479523 1.6803 0.00605707 0.0266858 0.0413489 0.00678952 3.11305 0.149096 0.00969792 0.139025 0.000674964 0.000953755 0.0160677 2.26569e-05 0.0655959 0.656225 0.000456313 4.57449 0.18488
0.267771 1.28e-06 0.00450785 0.0108912 0.00650742 0.0134114 0.00646043 9.92567e-06 0.000156533 0.0310322 0.0435211 0.0653435 0.571525 0.0121683 0.999165 1.44073 0.083994 0.0024758 0.0713713 0.00841647 1.91412 0.0173745 0.181501 0.00047949 1.6803 0.006057 0.026686 0.0413396 0.00679132 3.11305 0.149093 0.00969785 0.139034 0.000674938 0.000953788 0.0160641 2.26511e-05 0.0655993 0.656237 0.000456297 4.57448 0.18489
0.26878 1.28e-06 0.00450551 0.0108916 0.00650746 0.0134044 0.00645905 9.92353e-06 0.000156578 0.0310335 0.0435211 0.0653434 0.571529 0.012162 0.999162 1.4407 0.083994 0.00247612 0.0713807 0.00841687 1.91414 0.0173751 0.181497 0.000479523 1.6803 0.00605688 0.0266861 0.0413302 0.00679314 3.11305 0.149091 0.00969777 0.139042 0.000674912 0.000953821 0.0160604 2.26453e-05 0.0656027 0.65625 0.000456281 4.57446 0.1849
0.26979 1.28e-06 0.00450319 0.010892 0.00650751 0.0133975 0.00645771 9.92146e-06 0.000156534 0.0310348 0.0435211 0.0653435 0.571532 0.0121557 0.99916 1.44068 0.083994 0.00247645 0.07139 0.00841727 1.91417 0.0173756 0.181493 0.000479467 1.6803 0.00605684 0.0266862 0.0413209 0.00679494 3.11305 0.149089 0.0096977 0.13905 0.000674886 0.000953853 0.0160567 2.26396e-05 0.0656061 0.656262 0.000456266 4.57444 0.18491
0.270799 1.28e-06 0.00450089 0.0108923 0.00650755 0.0133906 0.0064564 9.91944e-06 0.000156581 0.031036 0.0435211 0.0653434 0.571535 0.0121495 0.999157 1.44066 0.083994 0.00247677 0.0713993 0.00841767 1.91419 0.0173762 0.181489 0.000479501 1.6803 0.00605671 0.0266863 0.0413115 0.00679673 3.11305 0.149087 0.00969763 0.139058 0.000674861 0.000953885 0.016053 2.26342e-05 0.0656094 0.656274 0.000456251 4.57442 0.18492
