t dt 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
66224.7 0.0625 6542.76 521.97 1405.66 0.574143 1039.14 14415.3 22.2605 116.57 2683.03 0.317987 19.4621 97249.1 6.01992 10263 200.688 36427.6 0.491077 7092.88 7.5578 4.14704 3342.65 471.851 12.7891 13.0814 117.311 11.933 4.76802 8435.77 407.116 49.8978
66371.2 0.0078125 6549.8 522.457 1407.37 0.575163 1039.76 14463 22.2835 116.606 2685.93 0.318104 19.4797 97441.7 6.02615 10289.6 200.856 36463.8 0.491869 7106.01 7.5589 4.15252 3346.26 472.45 12.8024 13.1026 117.421 11.9367 4.77201 8506.37 407.135 49.9387
66518.5 0.015625 6556.86 522.944 1409.09 0.575691 1040.39 14510.9 22.3066 116.643 2688.83 0.318223 19.4973 97635.1 6.03241 10316.2 201.024 36500 0.492669 7119.26 7.55999 4.15801 3349.87 473.052 12.8162 13.1239 117.531 11.9404 4.77602 8577.99 407.154 49.9797
66663.1 0.0625 6563.76 523.42 1410.78 0.575396 1041 14557.9 22.3292 116.679 2691.68 0.318339 19.5145 97824.6 6.03853 10342.3 201.189 36535.4 0.493458 7132.32 7.56106 4.16338 3353.4 473.642 12.8304 13.1447 117.64 11.944 4.77994 8648.87 407.172 50.0199
66811.5 0.015625 6570.83 523.907 1412.51 0.576722 1041.62 14606 22.3523 116.716 2694.58 0.318459 19.5322 98018.8 6.04479 10368.9 201.358 36571.4 0.494272 7145.76 7.56215 4.16887 3357.02 474.246 12.8435 13.166 117.752 11.9478 4.78396 8722.23 407.191 50.061
66955.7 0.03125 6577.68 524.379 1414.19 0.576552 1042.23 14652.8 22.3747 116.752 2697.39 0.318575 19.5494 98207.1 6.05086 10394.7 201.522 36606.2 0.495067 7158.88 7.56321 4.17419 3360.53 474.833 12.8574 13.1866 117.861 11.9514 4.78785 8794.12 407.209 50.1008
67103.2 0.015625 6584.67 524.86 1415.9 0.577415 1042.85 14700.7 22.3975 116.789 2700.26 0.318694 19.5669 98399.5 6.05705 10421 201.69 36641.6 0.495884 7172.35 7.56428 4.17961 3364.1 475.432 12.8707 13.2076 117.973 11.9551 4.79182 8868.33 407.228 50.1415
67252.2 0.0078125 6591.71 525.344 1417.64 0.577252 1043.47 14749 22.4205 116.826 2703.15 0.318815 19.5846 98593.5 6.06328 10447.5 201.858 36677.1 0.496713 7186.02 7.56536 4.18507 3367.71 476.037 12.885 13.2287 118.086 11.9589 4.79583 8943.91 407.246 50.1825
67395.4 0.0078125 6598.45 525.807 1419.3 0.57759 1044.07 14795.4 22.4425 116.862 2705.92 0.318932 19.6016 98779.6 6.06925 10472.8 202.02 36710.9 0.497514 7199.19 7.56639 4.1903 3371.16 476.618 12.8983 13.249 118.195 11.9625 4.79966 9017.12 407.264 50.2217
67542 0.015625 6605.33 526.28 1421 0.577934 1044.69 14842.9 22.4649 116.899 2708.74 0.319052 19.619 98969.8 6.07535 10498.7 202.185 36745.4 0.498338 7212.73 7.56744 4.19564 3374.68 477.212 12.9119 13.2696 118.308 11.9662 4.80359 9092.73 407.281 50.2618
67686.9 0.015625 6612.12 526.745 1422.68 0.577937 1045.29 14889.8 22.487 116.936 2711.53 0.31917 19.6362 99157.6 6.08136 10524.2 202.348 36779.3 0.499157 7226.18 7.56847 4.2009 3378.15 477.799 12.9255 13.29 118.419 11.9698 4.80745 9168.13 407.299 50.3014
67833.2 0.015625 6618.95 527.214 1424.37 0.578854 1045.9 14937.1 22.5092 116.973 2714.32 0.31929 19.6535 99346.7 6.08741 10549.8 202.512 36813.3 0.499987 7239.8 7.56951 4.20619 3381.65 478.39 12.9385 13.3104 118.531 11.9735 4.81135 9244.82 407.317 50.3412
67980.5 0.015625 6625.81 527.684 1426.07 0.578962 1046.51 14984.7 22.5315 117.01 2717.13 0.319411 19.671 99536.9 6.09348 10575.4 202.676 36847.3 0.500828 7253.58 7.57055 4.2115 3385.16 478.985 12.9522 13.3309 118.645 11.9773 4.81526 9322.75 407.334 50.3812
68126.7 0.015625 6632.59 528.148 1427.76 0.579648 1047.12 15031.9 22.5536 117.047 2719.91 0.319532 19.6883 99725.3 6.09949 10600.8 202.839 36880.8 0.501666 7267.3 7.57158 4.21675 3388.63 479.574 12.9653 13.3512 118.758 11.981 4.81914 9400.69 407.351 50.4208
68273.8 0.015625 6639.4 528.614 1429.46 0.579646 1047.73 15079.3 22.5757 117.085 2722.7 0.319653 19.7056 99914.6 6.10552 10626.3 203.003 36914.3 0.502513 7281.16 7.5726 4.22202 3392.12 480.167 12.979 13.3715 118.873 11.9847 4.82303 9479.79 407.369 50.4605
68417.4 0.015625 6646.02 529.067 1431.11 0.57998 1048.33 15125.6 22.5972 117.121 2725.41 0.319772 19.7226 100099 6.11138 10651 203.163 36946.8 0.503344 7294.74 7.5736 4.22714 3395.51 480.745 12.992 13.3913 118.985 11.9883 4.82681 9557.59 407.386 50.4992
68565.7 0.015625 6652.85 529.534 1432.82 0.580105 1048.94 15173.3 22.6193 117.159 2728.2 0.319895 19.7401 100289 6.11743 10676.5 203.327 36980.1 0.504207 7308.84 7.57462 4.23242 3399 481.341 13.0057 13.4117 119.1 11.9921 4.83072 9638.65 407.403 50.5391
68711.9 0.015625 6659.56 529.992 1434.51 0.580337 1049.54 15220.4 22.6411 117.197 2730.94 0.320017 19.7573 100476 6.12336 10701.5 203.489 37012.7 0.505062 7322.78 7.57563 4.2376 3402.44 481.929 13.019 13.4316 119.215 11.9958 4.83456 9719.21 407.42 50.5783
68856.5 0.015625 6666.17 530.443 1436.17 0.580998 1050.14 15266.9 22.6625 117.234 2733.64 0.320138 19.7743 100661 6.12922 10726.1 203.648 37044.8 0.505912 7336.63 7.57662 4.2427 3405.82 482.509 13.0317 13.4513 119.329 11.9995 4.83835 9799.51 407.436 50.617
69002 0.015625 6672.81 530.896 1437.84 0.581335 1050.74 15313.6 22.684 117.272 2736.35 0.32026 19.7914 100846 6.13509 10750.8 203.808 37076.8 0.506771 7350.62 7.57761 4.24783 3409.22 483.092 13.0448 13.4711 119.443 12.0032 4.84215 9880.98 407.453 50.6558
69145.6 0.0625 6679.34 531.341 1439.49 0.581215 1051.33 15359.7 22.7051 117.309 2739.02 0.32038 19.8083 101029 6.14087 10775.1 203.966 37108.2 0.507623 7364.49 7.57858 4.25287 3412.56 483.667 13.058 13.4905 119.557 12.0068 4.8459 9962.07 407.469 50.6941
69292 0.0625 6685.98 531.793 1441.17 0.586156 1051.93 15406.6 22.7266 117.347 2741.72 0.320503 19.8255 101215 6.14675 10799.7 204.127 37140 0.508496 7378.68 7.57956 4.25798 3415.96 484.252 13.0672 13.5102 119.673 12.0105 4.84971 10045.3 407.486 50.733
69438.1 0.015625 6692.58 532.242 1442.84 0.582339 1052.53 15453.3 22.7479 117.385 2744.42 0.320627 19.8426 101400 6.15259 10824.2 204.286 37171.5 0.509371 7392.9 7.58054 4.26307 3419.34 484.836 13.0837 13.5298 119.789 12.0143 4.8535 10129.1 407.502 50.7717
69581.9 0.015625 6699.06 532.683 1444.49 0.582906 1053.12 15499.3 22.7689 117.423 2747.06 0.320748 19.8595 101583 6.15833 10848.2 204.443 37202.3 0.510237 7406.96 7.5815 4.26807 3422.66 485.41 13.0963 13.549 119.904 12.0179 4.85723 10212.2 407.518 50.8097
69728.8 0.0078125 6705.67 533.132 1446.17 0.583007 1053.72 15546.2 22.7902 117.461 2749.75 0.320873 19.8767 101768 6.16417 10872.7 204.603 37233.6 0.511126 7421.39 7.58247 4.27315 3426.04 485.997 13.1095 13.5686 120.022 12.0217 4.86103 10297.8 407.534 50.8484
69875.2 0.03125 6712.22 533.578 1447.84 0.583342 1054.32 15592.9 22.8113 117.5 2752.42 0.320998 19.8938 101953 6.16998 10896.9 204.762 37264.5 0.512016 7435.81 7.58344 4.2782 3429.4 486.58 13.1224 13.588 120.139 12.0254 4.8648 10383.8 407.55 50.8869
70019.1 0.0078125 6718.65 534.014 1449.48 0.583671 1054.9 15638.8 22.832 117.538 2755.04 0.32112 19.9107 102134 6.17566 10920.7 204.918 37294.7 0.512895 7450.05 7.58438 4.28315 3432.69 487.152 13.1351 13.607 120.255 12.0291 4.86851 10468.9 407.566 50.9247
70161.5 0.015625 6725 534.444 1451.1 0.583996 1055.48 15684.1 22.8525 117.575 2757.62 0.321242 19.9273 102313 6.18127 10944.1 205.072 37324.3 0.513769 7464.21 7.58531 4.28803 3435.94 487.719 13.1476 13.6257 120.37 12.0328 4.87217 10553.8 407.581 50.962
70311.2 0.015625 6731.65 534.895 1452.81 0.583845 1056.09 15731.7 22.8739 117.615 2760.33 0.321371 19.9448 102501 6.18716 10968.6 205.234 37355.3 0.514693 7479.15 7.58628 4.29314 3439.34 488.313 13.1611 13.6453 120.491 12.0366 4.876 10643.7 407.597 51.0011
70457.5 0.03125 6738.12 535.333 1454.48 0.584723 1056.69 15778.1 22.8947 117.654 2762.96 0.321497 19.9619 102684 6.19288 10992.4 205.391 37385.3 0.515599 7493.8 7.58722 4.29811 3442.65 488.894 13.1734 13.6644 120.61 12.0404 4.87974 10732.3 407.613 51.0392
70603.8 0.03125 6744.58 535.77 1456.14 0.585002 1057.28 15824.5 22.9155 117.693 2765.59 0.321623 19.9789 102867 6.1986 11016.1 205.548 37415.1 0.516511 7508.53 7.58816 4.30307 3445.96 489.474 13.1862 13.6834 120.729 12.0441 4.88348 10821.6 407.628 51.0772
70750.2 0.015625 6751.02 536.206 1457.81 0.585334 1057.87 15870.9 22.9362 117.732 2768.21 0.32175 19.996 103049 6.2043 11039.8 205.705 37444.7 0.517428 7523.33 7.5891 4.30801 3449.26 490.054 13.1989 13.7024 120.848 12.0479 4.8872 10911.6 407.644 51.1151
70896.5 0.0078125 6757.44 536.64 1459.47 0.585666 1058.47 15917.2 22.9568 117.771 2770.82 0.321877 20.013 103231 6.20997 11063.4 205.861 37474.1 0.518348 7538.17 7.59003 4.31294 3452.55 490.632 13.2115 13.7213 120.968 12.0517 4.89092 11002.2 407.659 51.153
71037.7 0.015625 6763.61 537.057 1461.07 0.585985 1059.04 15961.7 22.9766 117.809 2773.32 0.321999 20.0295 103407 6.21543 11086 206.012 37502.2 0.51924 7552.56 7.59092 4.31767 3455.71 491.19 13.2237 13.7394 121.084 12.0553 4.8945 11090.3 407.673 51.1894
71184.6 0.015625 6770.02 537.49 1462.73 0.586731 1059.63 16008.1 22.9971 117.849 2775.93 0.322128 20.0466 103589 6.2211 11109.4 206.169 37531.3 0.520173 7567.6 7.59184 4.32258 3458.99 491.771 13.2359 13.7582 121.205 12.0591 4.89821 11182.7 407.689 51.2272
71332.6 0.015625 6776.46 537.924 1464.41 0.586713 1060.23 16054.7 23.0178 117.889 2778.54 0.322257 20.0638 103772 6.22679 11133 206.326 37560.4 0.521118 7582.81 7.59277 4.32751 3462.28 492.355 13.2489 13.7771 121.327 12.0629 4.90195 11276.5 407.704 51.2652
71480 0.0078125 6782.85 538.355 1466.08 0.586984 1060.82 16101 23.0382 117.929 2781.13 0.322387 20.0809 103954 6.23244 11156.3 206.482 37589.1 0.522063 7598.02 7.59369 4.3324 3465.55 492.936 13.2615 13.7958 121.449 12.0667 4.90566 11370.5 407.719 51.303
71627.2 0.03125 6789.21 538.783 1467.74 0.587315 1061.42 16147.2 23.0586 117.969 2783.71 0.322516 20.098 104136 6.23807 11179.5 206.638 37617.5 0.523011 7613.28 7.5946 4.33727 3468.81 493.515 13.2741 13.8144 121.571 12.0705 4.90936 11465.2 407.733 51.3406
71776.1 0.0078125 6795.62 539.215 1469.43 0.587649 1062.02 16193.9 23.0791 118.01 2786.31 0.322648 20.1153 104319 6.24374 11202.8 206.795 37646.1 0.523975 7628.78 7.59552 4.34218 3472.09 494.101 13.2867 13.8332 121.695 12.0744 4.91309 11561.6 407.748 51.3786
71922.5 0.0625 6801.91 539.638 1471.08 0.587627 1062.6 16239.7 23.0992 118.05 2788.86 0.322777 20.1322 104499 6.2493 11225.7 206.949 37674 0.524928 7644.09 7.59641 4.34698 3475.31 494.677 13.2994 13.8516 121.818 12.0782 4.91676 11657.2 407.763 51.4158
72068.9 0.03125 6808.18 540.059 1472.73 0.588306 1063.19 16285.4 23.1192 118.09 2791.4 0.322907 20.1492 104678 6.25484 11248.5 207.103 37701.6 0.525885 7659.46 7.59731 4.35177 3478.52 495.251 13.3114 13.8699 121.94 12.082 4.92041 11753.4 407.777 51.453
72213.9 0.015625 6814.37 540.475 1474.37 0.588291 1063.77 16330.7 23.139 118.13 2793.9 0.323037 20.166 104856 6.26031 11270.9 207.255 37728.8 0.526837 7674.75 7.59818 4.3565 3481.69 495.82 13.3239 13.8879 122.062 12.0858 4.92402 11849.4 407.792 51.4897
72359.6 0.0625 6820.57 540.891 1476.01 0.593384 1064.36 16376.1 23.1588 118.171 2796.41 0.323167 20.1829 105033 6.26579 11293.4 207.408 37755.9 0.527799 7690.18 7.59906 4.36123 3484.86 496.39 13.3321 13.906 122.185 12.0896 4.92764 11946.5 407.806 51.5265
72504.3 0.015625 6826.71 541.303 1477.64 0.589536 1064.94 16421 23.1784 118.211 2798.9 0.323296 20.1996 105210 6.27122 11315.6 207.559 37782.6 0.528758 7705.56 7.59993 4.36591 3488.01 496.958 13.3477 13.9238 122.307 12.0934 4.93123 12043.6 407.82 51.5629
72649.4 0.015625 6832.85 541.715 1479.27 0.590075 1065.52 16466.1 23.1979 118.251 2801.38 0.323427 20.2164 105386 6.27664 11337.8 207.71 37809.2 0.529724 7721.06 7.6008 4.37059 3491.15 497.526 13.3596 13.9417 122.43 12.0972 4.93482 12141.7 407.834 51.5994
72792.8 0.015625 6838.9 542.12 1480.88 0.589923 1066.09 16510.5 23.2172 118.291 2803.83 0.323556 20.2329 105560 6.28199 11359.6 207.859 37835.3 0.530684 7736.43 7.60165 4.3752 3494.25 498.086 13.3719 13.9592 122.551 12.1009 4.93837 12239.3 407.847 51.6354
72938.4 0.03125 6845.02 542.53 1482.52 0.590247 1066.67 16555.6 23.2367 118.332 2806.3 0.323688 20.2497 105736 6.2874 11381.7 208.01 37861.5 0.531662 7752.11 7.60251 4.37987 3497.38 498.655 13.384 13.977 122.675 12.1048 4.94195 12339.1 407.861 51.6718
73083.1 0.015625 6851.08 542.935 1484.14 0.591105 1067.25 16600.2 23.256 118.373 2808.75 0.323819 20.2664 105911 6.29276 11403.5 208.16 37887.4 0.532639 7767.75 7.60336 4.38448 3500.48 499.219 13.3955 13.9946 122.798 12.1086 4.94551 12439 407.875 51.7079
73227.7 0.03125 6857.13 543.339 1485.77 0.590889 1067.82 16644.8 23.2752 118.413 2811.2 0.32395 20.2831 106086 6.2981 11425.2 208.309 37913 0.53362 7783.46 7.60421 4.38908 3503.58 499.783 13.4078 14.0121 122.922 12.1124 4.94906 12539.5 407.888 51.7439
73373.4 0.0078125 6863.2 543.745 1487.4 0.591212 1068.4 16689.6 23.2945 118.454 2813.65 0.324083 20.2999 106261 6.30346 11447 208.459 37938.7 0.534612 7799.34 7.60506 4.3937 3506.68 500.351 13.4198 14.0296 123.047 12.1162 4.95263 12641.3 407.902 51.7801
73520.9 0.0625 6869.32 544.154 1489.05 0.591518 1068.99 16735 23.314 118.496 2816.12 0.324218 20.3169 106438 6.30888 11469 208.611 37964.4 0.535622 7815.5 7.60591 4.39835 3509.82 500.925 13.4318 14.0474 123.174 12.1201 4.95624 12745.2 407.915 51.8167
73667 0.015625 6875.37 544.558 1490.69 0.591338 1069.57 16779.8 23.3332 118.538 2818.56 0.324352 20.3337 106613 6.31422 11490.6 208.761 37989.7 0.536627 7831.56 7.60675 4.40295 3512.92 501.493 13.4442 14.0648 123.3 12.1239 4.9598 12848.8 407.929 51.8529
73811.9 0.0625 6881.36 544.957 1492.31 0.592312 1070.15 16824.1 23.3522 118.579 2820.98 0.324485 20.3504 106787 6.31951 11512 208.91 38014.6 0.537628 7847.57 7.60758 4.40749 3515.98 502.056 13.4554 14.0821 123.425 12.1278 4.96333 12952.3 407.942 51.8886
73955.6 0.015625 6887.27 545.351 1493.91 0.592499 1070.72 16868 23.3709 118.62 2823.36 0.324618 20.3669 106958 6.32473 11533.1 209.057 38039.1 0.538625 7863.5 7.6084 4.41198 3519.01 502.614 13.4672 14.0991 123.549 12.1316 4.96682 13055.5 407.955 51.924
74101.1 0.0078125 6893.24 545.748 1495.54 0.59282 1071.29 16912.4 23.3898 118.662 2825.77 0.324752 20.3837 107132 6.33001 11554.4 209.205 38063.7 0.539639 7879.7 7.60923 4.41651 3522.07 503.179 13.4789 14.1163 123.675 12.1354 4.97034 13160.7 407.968 51.9597
74243.6 0.015625 6899.07 546.136 1497.13 0.593134 1071.86 16955.7 23.4083 118.703 2828.12 0.324884 20.4 107301 6.33516 11575.2 209.35 38087.6 0.540636 7895.64 7.61003 4.42093 3525.05 503.731 13.4904 14.1331 123.799 12.1392 4.97379 13264.4 407.981 51.9947
74388.2 0.0625 6904.97 546.528 1498.74 0.59321 1072.43 16999.6 23.427 118.745 2830.5 0.325019 20.4166 107473 6.34037 11596.1 209.497 38111.6 0.541653 7911.87 7.61085 4.42539 3528.07 504.291 13.5022 14.15 123.925 12.1431 4.97728 13370.2 407.994 52.03
74533.7 0.0078125 6910.89 546.921 1500.37 0.593772 1073 17043.7 23.4457 118.787 2832.88 0.325154 20.4334 107645 6.34559 11617.1 209.645 38135.6 0.54268 7928.28 7.61166 4.42988 3531.1 504.854 13.5137 14.167 124.052 12.147 4.98078 13477.5 408.006 52.0655
74681.8 0.0078125 6916.89 547.32 1502.02 0.594097 1073.59 17088.5 23.4646 118.83 2835.3 0.325293 20.4503 107820 6.35089 11638.4 209.795 38159.8 0.54373 7945.04 7.61248 4.43442 3534.17 505.426 13.5255 14.1842 124.182 12.1509 4.98434 13587.3 408.019 52.1016
74826.8 0.015625 6922.75 547.709 1503.63 0.594718 1074.16 17132.3 23.4832 118.872 2837.66 0.325429 20.467 107991 6.35607 11659.2 209.941 38183.3 0.544763 7961.53 7.61329 4.43885 3537.17 505.987 13.5368 14.201 124.309 12.1548 4.98782 13695.5 408.032 52.1368
74973.6 0.0078125 6928.66 548.101 1505.27 0.594737 1074.74 17176.5 23.5018 118.915 2840.04 0.325567 20.4838 108164 6.36129 11680.1 210.089 38206.9 0.545813 7978.29 7.6141 4.44332 3540.2 506.553 13.5487 14.2179 124.439 12.1587 4.99134 13805.8 408.045 52.1724
75117.9 0.015625 6934.46 548.485 1506.87 0.595527 1075.31 17219.9 23.5201 118.958 2842.37 0.325703 20.5003 108333 6.36641 11700.5 210.234 38229.9 0.54685 7994.84 7.61489 4.4477 3543.17 507.11 13.5597 14.2345 124.566 12.1626 4.99479 13914.8 408.057 52.2073
75264 0.015625 6940.31 548.873 1508.49 0.595873 1075.89 17263.8 23.5386 119.001 2844.73 0.325841 20.5171 108504 6.37158 11721.1 210.381 38253 0.547903 8011.65 7.61568 4.45212 3546.16 507.673 13.5712 14.2512 124.695 12.1665 4.99827 14025.9 408.069 52.2425
75410.6 0.0078125 6946.16 549.26 1510.12 0.595692 1076.46 17307.7 23.5571 119.044 2847.08 0.32598 20.5338 108676 6.37675 11741.7 210.528 38276 0.548966 8028.6 7.61648 4.45654 3549.16 508.238 13.5831 14.2679 124.825 12.1705 5.00176 14138 408.082 52.2778
75557.2 0.015625 6952 549.646 1511.75 0.595854 1077.04 17351.5 23.5754 119.087 2849.43 0.32612 20.5506 108847 6.3819 11762.2 210.674 38298.7 0.550033 8045.62 7.61727 4.46094 3552.15 508.802 13.5947 14.2846 124.955 12.1744 5.00524 14250.9 408.094 52.313
75702 0.0078125 6957.75 550.026 1513.36 0.596328 1077.61 17394.7 23.5935 119.13 2851.74 0.326258 20.5672 109016 6.38697 11782.4 210.819 38321 0.55109 8062.49 7.61805 4.46528 3555.09 509.359 13.6059 14.3009 125.084 12.1783 5.00867 14362.9 408.106 52.3477
75846.9 0.03125 6963.48 550.405 1514.96 0.596644 1078.18 17437.8 23.6116 119.174 2854.04 0.326397 20.5837 109184 6.39204 11802.5 210.963 38343.2 0.552154 8079.45 7.61883 4.4696 3558.03 509.915 13.6172 14.3172 125.213 12.1822 5.0121 14475.8 408.118 52.3823
75994.3 0.0078125 6969.3 550.788 1516.6 0.596965 1078.76 17481.6 23.6299 119.218 2856.38 0.326538 20.6006 109355 6.39717 11822.8 211.11 38365.5 0.553239 8096.76 7.61961 4.47398 3561 510.481 13.6286 14.3337 125.344 12.1862 5.01558 14591.2 408.13 52.4175
76142 0.0078125 6975.11 551.171 1518.23 0.597286 1079.34 17525.3 23.6481 119.262 2858.71 0.32668 20.6175 109526 6.4023 11843.1 211.256 38387.6 0.554332 8114.19 7.62039 4.47835 3563.98 511.048 13.6401 14.3502 125.477 12.1902 5.01906 14707.7 408.142 52.4527
76287.6 0.03125 6980.82 551.548 1519.85 0.597602 1079.91 17568.4 23.6661 119.306 2861 0.32682 20.6341 109694 6.40734 11863 211.4 38409.3 0.555414 8131.44 7.62116 4.48264 3566.9 511.606 13.6513 14.3664 125.607 12.1942 5.02248 14823.1 408.154 52.4872
76433.7 0.0625 6986.53 551.924 1521.46 0.593162 1080.48 17611.5 23.684 119.35 2863.29 0.326962 20.6507 109863 6.41238 11882.9 211.545 38430.8 0.556503 8148.82 7.62193 4.48694 3569.83 512.167 13.6666 14.3826 125.738 12.1982 5.02591 14939.5 408.166 52.5219
76581.9 0.0078125 6992.3 552.304 1523.1 0.598241 1081.06 17655.1 23.7021 119.395 2865.61 0.327105 20.6676 110033 6.41748 11903 211.691 38452.5 0.557613 8166.51 7.6227 4.49128 3572.78 512.733 13.6739 14.3989 125.872 12.2022 5.02938 15058.3 408.178 52.5569
76727.4 0.0078125 6997.96 552.676 1524.71 0.598556 1081.63 17697.9 23.7199 119.439 2867.88 0.327247 20.6842 110200 6.42247 11922.6 211.834 38473.5 0.558707 8183.96 7.62346 4.49552 3575.68 513.289 13.6851 14.4149 126.003 12.2062 5.03278 15175.6 408.189 52.5912
76874.6 0.015625 7003.66 553.051 1526.33 0.598582 1082.21 17741 23.7377 119.484 2870.17 0.32739 20.701 110369 6.4275 11942.4 211.978 38494.7 0.559818 8201.68 7.62422 4.49981 3578.6 513.852 13.6965 14.431 126.136 12.2102 5.03621 15295 408.201 52.6259
77021.8 0.0625 7009.35 553.424 1527.96 0.599009 1082.78 17784.1 23.7556 119.529 2872.45 0.327534 20.7178 110537 6.43252 11962 212.123 38515.6 0.560934 8219.47 7.62498 4.50407 3581.51 514.414 13.7076 14.4471 126.269 12.2142 5.03964 15415 408.212 52.6605
77164.9 0.0625 7014.86 553.786 1529.54 0.599289 1083.34 17825.8 23.7728 119.572 2874.65 0.327675 20.7341 110700 6.43739 11981.1 212.263 38535.8 0.562023 8236.84 7.62571 4.50821 3584.33 514.961 13.7185 14.4626 126.399 12.2181 5.04296 15532.3 408.224 52.694
77313.6 0.0078125 7020.57 554.16 1531.18 0.599824 1083.92 17869.1 23.7907 119.618 2876.94 0.327821 20.751 110870 6.44243 12000.7 212.408 38556.6 0.563158 8254.95 7.62647 4.51248 3587.25 515.528 13.7296 14.4787 126.534 12.2222 5.04641 15654.9 408.235 52.7288
77460.3 0.015625 7026.19 554.528 1532.79 0.600141 1084.49 17911.7 23.8083 119.663 2879.19 0.327965 20.7677 111036 6.44738 12020.1 212.551 38576.9 0.564283 8272.9 7.62721 4.51669 3590.13 516.087 13.7406 14.4945 126.667 12.2263 5.0498 15776.4 408.246 52.763
77608.8 0.015625 7031.85 554.899 1534.43 0.600211 1085.07 17954.8 23.826 119.709 2881.46 0.328112 20.7846 111205 6.45238 12039.6 212.695 38597.3 0.565426 8291.13 7.62796 4.52093 3593.03 516.652 13.752 14.5104 126.803 12.2304 5.05323 15900.1 408.258 52.7976
77752.7 0.015625 7037.33 555.258 1536.01 0.600771 1085.63 17996.4 23.8431 119.754 2883.65 0.328255 20.8009 111368 6.45722 12058.4 212.835 38616.9 0.566538 8308.87 7.62868 4.52503 3595.84 517.2 13.7625 14.5257 126.934 12.2343 5.05655 16020.7 408.269 52.831
77901.9 0.015625 7042.99 555.628 1537.65 0.601038 1086.21 18039.4 23.8608 119.8 2885.92 0.328403 20.8179 111536 6.46221 12077.8 212.979 38637 0.567695 8327.34 7.62943 4.52927 3598.73 517.767 13.7737 14.5416 127.071 12.2384 5.05998 16146.3 408.28 52.8656
78049.8 0.015625 7048.59 555.994 1539.28 0.60141 1086.79 18082 23.8782 119.846 2888.16 0.32855 20.8347 111703 6.46715 12096.9 213.122 38656.7 0.568847 8345.72 7.63017 4.53345 3601.6 518.329 13.7847 14.5573 127.206 12.2425 5.06338 16271.5 408.291 52.8998
78196.7 0.015625 7054.13 556.356 1540.9 0.601726 1087.36 18124.2 23.8955 119.892 2890.38 0.328697 20.8514 111868 6.47204 12115.8 213.264 38676.2 0.569995 8364.04 7.6309 4.53759 3604.44 518.887 13.7956 14.5728 127.341 12.2466 5.06674 16396.5 408.302 52.9337
78340.3 0.03125 7059.54 556.708 1542.47 0.602035 1087.92 18165.3 23.9123 119.937 2892.54 0.328841 20.8677 112029 6.4768 12134.3 213.402 38695 0.571121 8382.02 7.6316 4.54162 3607.2 519.432 13.8062 14.5879 127.473 12.2506 5.07003 16519.3 408.312 52.9668
78485.1 0.0078125 7064.97 557.063 1544.06 0.602346 1088.48 18206.7 23.9293 119.983 2894.71 0.328986 20.8841 112191 6.4816 12152.8 213.541 38713.8 0.572261 8400.22 7.63231 4.54567 3609.98 519.982 13.8169 14.603 127.606 12.2546 5.07333 16643.7 408.323 53.0001
78626.4 0.015625 7070.25 557.407 1545.61 0.602471 1089.03 18247.1 23.9457 120.028 2896.82 0.329128 20.9001 112349 6.48626 12170.7 213.677 38732 0.573377 8418.05 7.63301 4.54961 3612.69 520.517 13.8275 14.6178 127.736 12.2586 5.07655 16765.7 408.333 53.0325
78773.5 0.015625 7075.74 557.764 1547.23 0.603275 1089.6 18288.9 23.9628 120.074 2899.01 0.329277 20.9168 112513 6.4911 12189.3 213.818 38750.8 0.574543 8436.68 7.63372 4.5537 3615.5 521.074 13.8379 14.633 127.872 12.2627 5.0799 16893.4 408.344 53.0662
78918.5 0.0078125 7081.13 558.115 1548.82 0.603275 1090.17 18330.1 23.9796 120.12 2901.16 0.329423 20.9332 112675 6.49585 12207.6 213.956 38769.1 0.575696 8455.1 7.63442 4.55772 3618.26 521.623 13.8487 14.648 128.006 12.2667 5.08319 17019.8 408.354 53.0993
79066.8 0.0625 7086.63 558.473 1550.44 0.602974 1090.74 18372.1 23.9967 120.168 2903.36 0.329573 20.95 112839 6.50071 12226.2 214.097 38787.7 0.57688 8474.03 7.63514 4.56181 3621.08 522.184 13.8601 14.6633 128.143 12.2709 5.08655 17149.8 408.365 53.1331
79211.8 0.015625 7092 558.821 1552.03 0.603903 1091.3 18413.1 24.0133 120.214 2905.5 0.329721 20.9664 113000 6.50544 12244.3 214.236 38805.7 0.578042 8492.6 7.63584 4.5658 3623.82 522.733 13.8701 14.6782 128.277 12.275 5.08983 17277.4 408.375 53.1661
79359.1 0.015625 7097.43 559.174 1553.65 0.604218 1091.87 18454.7 24.0302 120.261 2907.67 0.329871 20.9831 113163 6.51023 12262.6 214.376 38823.9 0.579226 8511.54 7.63654 4.56984 3626.6 523.289 13.8808 14.6933 128.414 12.2791 5.09315 17407.8 408.386 53.1995
79504.8 0.015625 7102.78 559.522 1555.24 0.604529 1092.44 18495.6 24.0468 120.308 2909.81 0.33002 20.9996 113324 6.51495 12280.7 214.514 38841.6 0.580401 8530.33 7.63723 4.57382 3629.34 523.839 13.8913 14.7081 128.549 12.2832 5.09643 17537.2 408.396 53.2325
