t dt 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
0 1 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100 100
1 3.05176e-05 299.267 79.1902 104.479 0.089288 85.0462 165.192 0.582021 68.2096 225.085 0.188654 77.7339 405.385 0.29052 55.6281 176.487 202.765 0.987974 179.627 22.5877 87.8742 100.867 131.141 1.58471 87.2448 71.497 66.6745 89.9944 87.3931 110.475 19.2366
108.718 0.015625 501.838 18.638 89.6161 0.0489178 46.1642 58.9621 0.574862 3.4427 60.6837 0.0128095 0.98756 1095.23 0.478053 3.79534 10.2569 750.697 0.0614031 286.571 1.25162 0.188486 229.717 26.6411 0.874861 0.217605 16.1802 0.407606 0.243036 23.4232 94.6503 2.5667
213.996 0.015625 537.684 20.5289 87.8254 0.0526454 51.2499 64.9303 0.638614 3.58937 67.2202 0.0134987 1.07213 1220 0.512068 4.04007 11.0043 848.69 0.0660576 276.132 1.3848 0.204085 263.042 28.9334 0.946752 0.236787 17.4257 0.425678 0.259905 26.095 101.956 2.74645
319.55 0.015625 573.546 22.2634 93.0754 0.0566195 56.0431 70.8373 0.698917 3.86689 73.56 0.0145 1.15483 1338.62 0.546104 4.38114 11.8638 934.077 0.0705197 292.034 1.49717 0.219872 283.48 31.151 1.01764 0.257478 18.6134 0.458726 0.280236 28.635 108.836 2.9597
427.961 0.0078125 609.716 23.9992 99.7076 0.0605389 60.8749 76.9528 0.759888 4.17933 80.0001 0.015583 1.23808 1459.22 0.580422 4.75276 12.7621 1019.21 0.0749576 314.068 1.60557 0.235883 302.385 33.3638 1.08927 0.278904 19.7803 0.49577 0.301581 31.2156 115.637 3.18396
557.863 0.015625 652.415 26.0516 107.762 0.0651601 66.6346 84.4321 0.832763 4.56245 87.7121 0.016887 1.33605 1604.2 0.620918 5.20902 13.8297 1120.81 0.0801429 341.707 1.73025 0.254845 324.375 35.9456 1.1739 0.304569 21.1189 0.541107 0.326975 34.3174 123.547 3.45086
660.175 0.015625 685.643 27.6528 113.989 0.0688753 71.1606 90.46 0.890171 4.8673 93.7952 0.0179108 1.41198 1719.06 0.652417 5.57506 14.6598 1200.97 0.0841408 363.453 1.82518 0.269629 341.445 37.9299 1.23965 0.324744 22.1314 0.577128 0.346722 36.7744 129.621 3.65844
761.738 0.015625 718.293 29.2305 120.046 0.0724201 75.6458 96.568 0.947185 5.17215 99.8435 0.0189238 1.48637 1833.7 0.683357 5.94421 15.4742 1280.71 0.0880379 384.864 1.91675 0.28418 358.212 39.8592 1.30433 0.344736 23.1025 0.613106 0.366096 39.2265 135.521 3.86209
865.035 0.015625 751.163 30.8241 126.08 0.0758972 80.1995 102.909 1.0052 5.48449 106.005 0.0199513 1.56107 1950.93 0.714491 6.32572 16.293 1362 0.0919293 406.441 2.00731 0.29885 375.092 41.7822 1.36951 0.365034 24.0578 0.649921 0.385574 41.7339 141.39 4.06684
974.113 0.015625 785.499 32.4956 132.321 0.0796675 84.9989 109.745 1.06649 5.81688 112.523 0.0210339 1.63896 2075.4 0.747003 6.73538 17.1477 1448.03 0.0959601 429.011 2.10021 0.3142 392.726 43.7719 1.43745 0.386433 25.033 0.689047 0.405904 44.3963 147.445 4.28057
1100.14 0.015625 824.689 34.4133 139.37 0.0838105 90.5315 117.823 1.13732 6.20429 120.066 0.0222827 1.72776 2220.07 0.784094 7.21763 18.123 1547.66 0.100518 454.825 2.20421 0.331754 412.855 46.0211 1.51512 0.411114 26.1196 0.734584 0.429105 47.4908 154.261 4.52449
1239.88 0.03125 867.542 36.5241 146.998 0.0884332 96.65 127.007 1.21588 6.63827 128.448 0.0236661 1.82482 2381.56 0.824632 7.76392 19.1903 1658.42 0.105448 483.141 2.31555 0.350992 434.868 48.4565 1.59993 0.438435 27.2777 0.785508 0.45449 50.9452 161.596 4.79141
1383.26 0.015625 910.844 38.674 154.628 0.0931588 102.908 136.676 1.2965 7.08844 137.065 0.0250852 1.92296 2548.39 0.865574 8.33738 20.2706 1772.33 0.110373 511.876 2.42564 0.370481 457.114 50.8946 1.68555 0.46642 28.4184 0.838235 0.480184 54.5143 168.881 5.06159
1526.44 0.015625 953.413 40.8062 162.064 0.0975382 109.138 146.581 1.377 7.5431 145.687 0.0265034 2.01962 2716.14 0.905804 8.92353 21.3353 1886.36 0.115158 540.271 2.5316 0.389692 478.986 53.2721 1.76991 0.494323 29.5132 0.891388 0.505507 58.1034 175.918 5.32793
1636.37 0.015625 985.642 42.434 167.654 0.100933 113.907 154.355 1.43881 7.89572 152.318 0.0275938 2.09297 2845.71 0.936248 9.38295 22.1439 1974.08 0.118744 561.883 2.61039 0.404274 495.547 55.0608 1.8337 0.515722 30.3256 0.932543 0.524736 60.876 181.162 5.53018
1742.04 0.015625 1016.24 43.9914 172.935 0.104171 118.478 161.964 1.4982 8.23754 158.701 0.0286433 2.16279 2970.85 0.965144 9.83234 22.9139 2058.52 0.122119 582.504 2.68411 0.41815 511.274 56.7514 1.89424 0.53627 31.0847 0.97238 0.54305 63.5544 186.074 5.72283
1848.68 0.015625 1046.76 45.5564 178.178 0.107381 123.079 169.779 1.55813 8.58543 165.15 0.0297044 2.23263 3097.76 0.993947 10.2938 23.6844 2143.86 0.125455 603.175 2.75658 0.432016 526.956 58.4303 1.95461 0.556989 31.8305 1.01287 0.561372 66.2711 190.906 5.91559
1955.35 0.015625 1076.91 47.1154 183.338 0.11056 127.669 177.731 1.61805 8.93638 171.61 0.0307681 2.30187 3225.31 1.0224 10.7634 24.4485 2229.34 0.128723 623.716 2.8272 0.445749 542.452 60.0836 2.01423 0.577697 32.557 1.05365 0.579545 69.0021 195.616 6.1068
2062.28 0.015625 1106.76 48.672 188.429 0.113688 132.256 185.839 1.6781 9.29115 178.094 0.0318368 2.3707 3353.77 1.05055 11.2424 25.2082 2315.13 0.13193 644.175 2.89619 0.459378 557.796 61.7157 2.07327 0.598438 33.2667 1.09482 0.597611 71.753 200.216 6.29692
2171.51 0.015625 1136.87 50.2559 193.55 0.116842 136.928 194.26 1.73941 9.65662 184.724 0.0329313 2.44043 3485.6 1.07895 11.7404 25.978 2402.86 0.135136 664.944 2.96487 0.473158 573.273 63.3578 2.13281 0.619609 33.9733 1.13717 0.615917 74.5769 204.791 6.48957
2281.61 0.015625 1166.83 51.8466 198.634 0.120083 141.623 202.89 1.80119 10.0282 191.416 0.0340378 2.51016 3619.1 1.10719 12.2513 26.7478 2491.4 0.138298 685.752 3.03233 0.486906 588.675 64.9887 2.19196 0.640936 34.6679 1.18016 0.634222 77.4376 209.279 6.68225
2393.75 0.015625 1196.95 53.4607 203.733 0.123233 146.39 211.824 1.86406 10.4098 198.238 0.0351682 2.58061 3755.71 1.13556 12.7809 27.5257 2581.66 0.141448 706.817 3.09927 0.50076 604.156 66.6254 2.25149 0.66264 35.3578 1.22425 0.652719 80.3654 213.726 6.87696
2507.93 0.015625 1227.2 55.0984 208.849 0.126456 151.227 221.069 1.92804 10.8018 205.193 0.036323 2.65179 3895.45 1.16406 13.3301 28.3115 2673.66 0.144583 728.14 3.16567 0.514715 619.709 68.268 2.31122 0.684726 36.0431 1.26946 0.671406 83.3616 218.127 7.07371
2625.8 0.015625 1257.99 56.783 214.051 0.129492 156.202 230.769 1.99404 11.2099 212.379 0.0375192 2.72471 4040.38 1.19306 13.9076 29.1165 2768.72 0.147745 750.023 3.23243 0.528962 635.542 69.9392 2.37223 0.707509 36.7331 1.31646 0.690546 86.4701 222.539 7.27524
2751.15 0.015625 1290.27 58.5683 219.5 0.13296 161.473 241.257 2.06417 11.6478 220.03 0.0387961 2.80166 4195.25 1.22343 14.5336 29.9657 2869.89 0.151027 773.158 3.3015 0.543938 652.136 71.6904 2.43591 0.731722 37.4486 1.3668 0.71074 89.7934 227.089 7.4879
2881.74 0.0078125 1323.37 60.4213 225.089 0.13635 166.942 252.369 2.13716 12.1083 228.009 0.0401319 2.8812 4357.4 1.25458 15.199 30.8433 2975.37 0.154358 797.114 3.37144 0.55935 669.156 73.4874 2.50136 0.756928 38.1748 1.41964 0.731606 93.2744 231.678 7.70766
3027.53 0.0078125 1359.71 62.4824 231.229 0.140129 173.021 264.997 2.21856 12.6274 236.926 0.04163 2.96928 4539.4 1.28876 15.9581 31.8147 3093.23 0.157976 823.692 3.44718 0.57633 687.843 75.4624 2.57315 0.785049 38.9638 1.4791 0.754703 97.1836 236.624 7.95096
3174.02 0.0078125 1395.58 64.5452 237.296 0.143857 179.098 277.917 2.30024 13.1543 245.893 0.0431424 3.05705 4723.26 1.32248 16.7381 32.7821 3211.72 0.161505 850.224 3.52091 0.593154 706.286 77.4148 2.64399 0.813281 39.7345 1.53933 0.777705 101.135 241.411 8.19329
3320.5 0.0078125 1430.81 66.6003 243.266 0.147518 185.145 291.065 2.38181 13.6863 254.869 0.0446622 3.14413 4908.11 1.35558 17.5359 33.7413 3330.27 0.164932 876.592 3.59237 0.609744 724.402 79.3371 2.71356 0.84149 40.4845 1.60002 0.800511 105.111 246.022 8.43357
3466.99 0.0078125 1465.41 68.648 249.144 0.151114 191.162 304.438 2.46326 14.2235 263.852 0.0461895 3.23054 5093.93 1.38809 18.3515 34.6924 3448.87 0.16826 902.801 3.66166 0.626104 742.196 81.2304 2.78188 0.869678 41.2148 1.66116 0.823125 109.11 250.463 8.67188
3613.47 0.0078125 1499.4 70.6884 254.934 0.154648 197.146 318.031 2.54458 14.7656 272.841 0.0477241 3.31633 5280.71 1.42 19.1853 35.6358 3567.51 0.171492 928.858 3.72887 0.642238 759.673 83.0964 2.84898 0.897842 41.9264 1.72275 0.845556 113.133 254.741 8.90828
3759.96 0.0078125 1532.78 72.7218 260.641 0.158121 203.099 331.841 2.62577 15.3126 281.836 0.0492662 3.40151 5468.44 1.45133 20.0375 36.5717 3686.16 0.174632 954.767 3.7941 0.658151 776.839 84.9361 2.91487 0.925983 42.6205 1.78476 0.867808 117.179 258.861 9.14281
3894.17 0.015625 1562.85 74.5789 265.799 0.161182 208.525 344.681 2.70005 15.818 290.081 0.0506854 3.47905 5641.26 1.47954 20.8346 37.4229 3794.89 0.17743 978.382 3.85219 0.67254 792.3 86.5999 2.97427 0.951747 43.2416 1.84194 0.888044 120.907 262.503 9.35612
4018.2 0.015625 1590.19 76.2899 270.509 0.164156 213.515 356.701 2.76857 16.2884 297.703 0.0520023 3.55029 5801.64 1.50519 21.5853 38.2041 3895.36 0.179951 1000.1 3.9045 0.685677 806.363 88.1193 3.02813 0.975535 43.8037 1.89507 0.906617 124.369 265.759 9.55192
4140.55 0.015625 1616.77 77.9731 275.103 0.166803 218.414 368.703 2.83606 16.7557 305.224 0.0533065 3.62019 5960.49 1.53012 22.3391 38.9699 3994.46 0.182379 1021.43 3.95487 0.698489 820.031 89.6022 3.08068 0.998986 44.3474 1.94775 0.924825 127.801 268.871 9.74387
4260.72 0.015625 1642.5 79.622 279.567 0.169561 223.204 380.627 2.90225 17.2177 312.613 0.0545922 3.6885 6117.11 1.55423 23.0926 39.7175 4091.78 0.184708 1042.29 4.00319 0.710934 833.259 91.0436 3.13137 1.022 44.8714 1.99975 0.942598 131.187 271.836 9.93126
4377.72 0.015625 1667.19 81.2232 283.869 0.172245 227.845 392.365 2.96659 17.6703 319.809 0.0558484 3.75468 6270.17 1.57737 23.8388 40.4411 4186.52 0.186925 1062.52 4.04917 0.722919 845.955 92.4331 3.17999 1.04439 45.3725 2.0506 0.959802 134.498 274.636 10.1126
4495.38 0.015625 1691.67 82.8293 288.153 0.174615 232.491 404.293 3.03119 18.1281 327.045 0.057116 3.82092 6424.65 1.6003 24.6017 41.1645 4281.75 0.189104 1082.78 4.09438 0.734844 858.542 93.8172 3.22844 1.06689 45.8677 2.10195 0.977001 137.843 277.369 10.294
4617.34 0.03125 1716.68 84.4899 292.551 0.177328 237.283 416.788 3.09803 18.6055 334.546 0.0584344 3.88926 6585.35 1.62373 25.406 41.9101 4380.44 0.191312 1103.7 4.1402 0.747072 871.404 95.2383 3.2777 1.09019 46.372 2.1554 0.994727 141.326 280.119 10.4809
4763.82 0.03125 1746.25 86.4786 297.776 0.180433 243.007 431.965 3.17816 19.1825 343.556 0.0600239 3.97093 6779.14 1.65141 26.3903 42.7999 4498.91 0.193898 1128.72 4.19388 0.761583 886.608 96.9276 3.33601 1.11816 46.9662 2.21989 1.01588 145.53 283.311 10.704
4910.31 0.03125 1775.31 88.4612 302.943 0.183492 248.697 447.325 3.25811 19.7634 352.564 0.0616196 4.05215 6973.76 1.67861 27.3948 43.6835 4617.32 0.196414 1153.61 4.24612 0.775907 901.55 98.5985 3.39332 1.14609 47.5484 2.28468 1.03689 149.756 286.388 10.9255
5056.79 0.03125 1803.88 90.4377 308.052 0.186505 254.352 462.863 3.33788 20.3479 361.571 0.0632213 4.13295 7169.19 1.70534 28.4198 44.5612 4735.64 0.198863 1178.4 4.29699 0.790049 916.237 100.252 3.44964 1.17399 48.119 2.34974 1.05775 154.004 289.355 11.1456
5203.28 0.03125 1831.96 92.4082 313.108 0.189474 259.973 478.575 3.41746 20.9361 370.575 0.0648289 4.21334 7365.42 1.73161 29.4655 45.4331 4853.87 0.201247 1203.07 4.34654 0.804012 930.675 101.888 3.505 1.20186 48.6787 2.41506 1.07848 158.275 292.216 11.3642
5349.76 0.03125 1859.57 94.3726 318.112 0.192399 265.557 494.457 3.49686 21.5276 379.577 0.066442 4.29333 7562.44 1.75743 30.5322 46.2992 4972.01 0.203568 1227.63 4.39482 0.817801 944.871 103.508 3.55943 1.2297 49.2277 2.48063 1.09907 162.568 294.976 11.5813
5496.25 0.03125 1886.73 96.3311 323.066 0.195284 271.107 510.505 3.57606 22.1225 388.574 0.0680606 4.37293 7760.23 1.78281 31.6202 47.1596 5090.03 0.20583 1252.09 4.44188 0.831421 958.831 105.113 3.61296 1.2575 49.7666 2.54643 1.11953 166.883 297.638 11.797
5642.73 0.03125 1913.43 98.2836 327.971 0.198128 276.621 526.714 3.65506 22.7206 397.567 0.0696842 4.45216 7958.78 1.80777 32.7297 48.0146 5207.94 0.208033 1276.44 4.48776 0.844875 972.56 106.702 3.66559 1.28527 50.2958 2.61244 1.13985 171.221 300.207 12.0114
5789.21 0.03125 1939.71 100.23 332.83 0.200934 282.099 543.081 3.73386 23.3217 406.554 0.0713128 4.53102 8158.08 1.83232 33.861 48.8641 5325.73 0.210181 1300.68 4.53252 0.858167 986.066 108.277 3.71737 1.313 50.8156 2.67865 1.16005 175.58 302.687 12.2244
5935.7 0.03125 1965.56 102.171 337.645 0.203701 287.542 559.602 3.81245 23.9257 415.536 0.0729461 4.60952 8358.11 1.85646 35.0145 49.7083 5443.38 0.212276 1324.83 4.57618 0.871302 999.354 109.838 3.7683 1.3407 51.3265 2.74504 1.18012 179.961 305.081 12.436
6082.18 0.03125 1991 104.106 342.417 0.206432 292.949 576.272 3.89084 24.5325 424.511 0.0745838 4.68768 8558.87 1.88021 36.1904 50.5473 5560.89 0.214318 1348.87 4.61879 0.884284 1012.43 111.386 3.81843 1.36836 51.8287 2.8116 1.20006 184.364 307.393 12.6463
6228.67 0.03125 2016.04 106.035 347.148 0.209127 298.32 593.088 3.96902 25.1419 433.479 0.0762257 4.7655 8760.33 1.90358 37.3891 51.381 5678.26 0.216311 1372.82 4.66038 0.897117 1025.3 112.921 3.86775 1.39598 52.3226 2.87831 1.21988 188.789 309.627 12.8553
6375.15 0.03125 2040.69 107.958 351.839 0.211788 303.655 610.047 4.04698 25.7539 442.44 0.0778715 4.84299 8962.5 1.92658 38.6109 52.2098 5795.47 0.218256 1396.67 4.701 0.909803 1037.97 114.444 3.91631 1.42356 52.8085 2.94515 1.23958 193.235 311.784 13.063
6521.64 0.03125 2064.96 109.876 356.491 0.214415 308.954 627.145 4.12473 26.3683 451.392 0.0795211 4.92016 9165.35 1.94923 39.8562 53.0335 5912.52 0.220155 1420.42 4.74068 0.922348 1050.44 115.955 3.96411 1.4511 53.2867 3.01212 1.25917 197.703 313.87 13.2695
6668.12 0.03125 2088.86 111.788 361.107 0.21701 314.217 644.378 4.20225 26.985 460.336 0.0811743 4.99701 9368.87 1.97152 41.1252 53.8523 6029.4 0.22201 1444.08 4.77944 0.934755 1062.72 117.454 4.01119 1.4786 53.7575 3.0792 1.27863 202.193 315.886 13.4747
6814.61 0.03125 2112.41 113.694 365.687 0.219573 319.444 661.744 4.27956 27.6038 469.27 0.0828307 5.07356 9573.06 1.99347 42.4185 54.6662 6146.11 0.223822 1467.65 4.81733 0.947026 1074.82 118.942 4.05756 1.50605 54.221 3.14638 1.29798 206.704 317.836 13.6787
6960.94 0.0078125 2135.58 115.592 370.227 0.222103 324.63 679.219 4.35656 28.2241 478.185 0.0844884 5.14972 9777.69 2.01507 43.7349 55.4745 6262.52 0.225592 1491.11 4.85433 0.959155 1086.72 120.418 4.10319 1.53344 54.6772 3.21357 1.3172 211.232 319.72 13.8813
7105.45 0.0078125 2158.13 117.461 374.679 0.224572 329.716 696.601 4.43238 28.8385 486.979 0.0861284 5.22465 9980.41 2.03608 45.0595 56.2682 6377.31 0.2273 1514.18 4.89007 0.971007 1098.31 121.865 4.14759 1.56045 55.1211 3.27999 1.33606 215.726 321.52 14.0801
7245.56 0.03125 2179.69 119.267 378.965 0.226938 334.614 713.565 4.50568 29.4359 495.495 0.0877207 5.29703 10177.5 2.05617 46.3672 57.0333 6488.42 0.228921 1536.47 4.92399 0.982382 1109.39 123.259 4.19004 1.58659 55.5454 3.34444 1.35425 220.102 323.211 14.2718
7377.7 0.03125 2199.75 120.967 382.98 0.229147 339.203 729.666 4.57462 30.0008 503.518 0.0892246 5.36504 10364 2.07485 47.6222 57.7511 6593.05 0.230419 1557.41 4.95533 0.993008 1119.69 124.566 4.22954 1.61121 55.9404 3.40527 1.37131 224.247 324.759 14.4516
7496.59 0.015625 2217.59 122.491 386.572 0.231261 343.307 744.233 4.63648 30.5102 510.728 0.0905792 5.42604 10532.1 2.09146 48.7695 58.3937 6687.05 0.231741 1576.2 4.98301 1.00249 1128.85 125.735 4.26452 1.63332 56.2915 3.46002 1.38659 227.991 326.114 14.6126
7614.54 0.015625 2235.08 124 390.117 0.232927 347.356 758.76 4.69771 31.0166 517.873 0.0919244 5.48638 10699.4 2.10775 49.9251 59.0283 6780.18 0.233031 1594.78 5.01 1.01181 1137.84 126.889 4.29918 1.65524 56.6359 3.51436 1.40168 231.72 327.424 14.7716
7731.19 0.015625 2252.19 125.489 393.604 0.235048 351.337 773.198 4.75811 31.5183 524.932 0.0932561 5.54588 10865.1 2.12368 51.0852 59.6531 6872.15 0.234286 1613.1 5.03624 1.02097 1146.63 128.024 4.33267 1.67688 56.9729 3.56811 1.41653 235.422 328.686 14.9281
7848.23 0.0078125 2269.17 126.979 397.085 0.237208 355.308 787.754 4.81856 32.0226 532.006 0.0945933 5.60541 11031.8 2.13948 52.2665 60.2772 6964.29 0.235523 1631.43 5.06213 1.03008 1155.35 129.158 4.36586 1.69857 57.3074 3.62204 1.43137 239.149 329.922 15.0844
7967.34 0.015625 2286.27 128.492 400.609 0.238789 359.327 802.639 4.87993 32.5367 539.197 0.0959552 5.66581 11201.9 2.15539 53.4869 60.9095 7057.93 0.236762 1650.02 5.08804 1.03928 1164.13 130.306 4.39978 1.72061 57.6442 3.67694 1.4464 242.957 331.148 15.2427
8085.18 0.015625 2303 129.985 404.078 0.240699 363.28 817.434 4.94049 33.0462 546.303 0.0973036 5.7254 11370.5 2.17095 54.7127 61.5322 7150.43 0.237968 1668.37 5.11325 1.04831 1172.72 131.437 4.43267 1.74239 57.9739 3.73124 1.4612 246.738 332.332 15.3986
8203.59 0.015625 2319.63 131.481 407.548 0.242688 367.229 832.367 5.00119 33.5588 553.434 0.0986592 5.78511 11540.2 2.18642 55.9629 62.1551 7243.23 0.23916 1686.75 5.13817 1.05732 1181.26 132.568 4.46529 1.76424 58.3018 3.78579 1.47601 250.551 333.492 15.5545
8323.71 0.03125 2336.32 132.995 411.05 0.244327 371.212 847.585 5.06261 34.0796 560.659 0.100035 5.8455 11712.8 2.20195 57.2507 62.7842 7337.23 0.24035 1705.34 5.16304 1.06639 1189.83 133.71 4.49834 1.78637 58.6309 3.84112 1.49096 254.434 334.639 15.712
8443.53 0.03125 2352.8 134.502 414.527 0.246176 375.161 862.832 5.12371 34.5998 567.857 0.101408 5.90558 11885.4 2.21727 58.555 63.4089 7430.85 0.241518 1723.83 5.18743 1.07538 1198.3 134.844 4.53076 1.80842 58.956 3.89629 1.50581 258.321 335.756 15.8684
8563.72 0.015625 2369.16 136.009 417.998 0.248122 379.098 878.191 5.18484 35.1221 575.067 0.102786 5.96567 12058.8 2.23247 59.8834 64.0327 7524.6 0.242671 1742.32 5.21151 1.08432 1206.69 135.976 4.56286 1.83051 59.2787 3.95161 1.52064 262.235 336.849 16.0245
8685.39 0.015625 2385.54 137.531 421.496 0.24974 383.061 893.804 5.24656 35.6516 582.355 0.104182 6.02632 12234.8 2.2477 61.249 64.6614 7619.35 0.243821 1760.99 5.23549 1.0933 1215.11 137.118 4.59529 1.85283 59.6021 4.00757 1.53558 266.212 337.929 16.1818
8807.14 0.015625 2401.77 139.051 424.98 0.251694 387.002 909.493 5.30815 36.1819 589.639 0.105579 6.08685 12411.2 2.26278 62.637 65.2876 7714 0.244953 1779.61 5.2591 1.10223 1223.44 138.255 4.62712 1.87514 59.9225 4.06353 1.55047 270.206 338.983 16.3385
8929.31 0.015625 2417.89 140.571 428.461 0.253517 390.932 925.302 5.36979 36.7146 596.937 0.106981 6.14741 12588.6 2.27776 64.0517 65.9133 7808.83 0.246072 1798.25 5.28241 1.11113 1231.72 139.392 4.65883 1.89749 60.2408 4.11965 1.56534 274.23 340.016 16.4951
9052.65 0.03125 2434 142.102 431.959 0.255343 394.876 941.325 5.43185 37.2529 604.294 0.108396 6.20838 12768.1 2.29272 65.5025 66.542 7904.39 0.247184 1817 5.30557 1.12004 1239.98 140.534 4.69052 1.92002 60.5591 4.17626 1.58029 278.307 341.033 16.6523
9174.71 0.015625 2449.78 143.614 435.407 0.257135 398.755 957.244 5.4931 37.786 611.565 0.109797 6.26856 12946.1 2.30738 66.961 67.1615 7998.8 0.248268 1835.51 5.32813 1.1288 1248.09 141.661 4.72157 1.94229 60.871 4.23223 1.59502 282.357 342.016 16.8073
9296.36 0.0078125 2465.36 145.116 438.828 0.258907 402.598 973.17 5.55397 38.3178 618.799 0.111193 6.32836 13123.8 2.32185 68.4376 67.7762 8092.72 0.249333 1853.9 5.35027 1.13748 1256.08 142.778 4.75221 1.96445 61.1789 4.28796 1.60963 286.408 342.972 16.961
9418.48 0.015625 2480.84 146.62 442.247 0.26056 406.431 989.216 5.61491 38.8519 626.051 0.112595 6.38823 13302.5 2.33622 69.9432 68.3905 8186.84 0.250387 1872.31 5.37214 1.14612 1264.03 143.896 4.78277 1.98666 61.4851 4.34384 1.62423 290.49 343.909 17.1146
9541.41 0.03125 2496.28 148.131 445.676 0.262434 410.267 1005.43 5.67609 39.3898 633.34 0.114005 6.44833 13482.8 2.35055 71.4831 69.0062 8281.42 0.251432 1890.79 5.39383 1.15477 1271.95 145.017 4.81304 2.00898 61.7904 4.40003 1.63887 294.614 344.831 17.2685
9662.73 0.015625 2511.37 149.617 449.046 0.26405 414.028 1021.49 5.7363 39.921 640.521 0.115397 6.50748 13661.1 2.36456 73.0269 69.6111 8374.59 0.252449 1908.97 5.4149 1.16325 1279.7 146.12 4.84281 2.03098 62.089 4.45542 1.65325 298.7 345.72 17.4198
9782.73 0.03125 2526.16 151.084 452.366 0.265854 417.727 1037.42 5.79569 40.4466 647.614 0.116773 6.56584 13837.8 2.37828 74.578 70.2069 8466.58 0.253441 1926.91 5.43544 1.17158 1287.29 147.206 4.87181 2.05271 62.3817 4.51014 1.66741 302.756 346.58 17.5687
9904.08 0.015625 2540.98 152.563 455.711 0.267442 421.444 1053.6 5.85558 40.9782 654.774 0.118165 6.62469 14016.7 2.39203 76.1713 70.8068 8559.44 0.254431 1944.99 5.4559 1.17995 1294.89 148.3 4.90105 2.07465 62.6751 4.56539 1.68167 306.872 347.429 17.7186
10025.4 0.015625 2555.66 154.039 459.042 0.269241 425.137 1069.82 5.91529 41.5099 661.922 0.119555 6.68337 14196 2.40565 77.7897 71.404 8652.11 0.255407 1963.02 5.47606 1.18826 1302.43 149.391 4.92983 2.09655 62.9658 4.62056 1.69586 311.003 348.26 17.8678
10150.7 0.015625 2570.69 155.559 462.47 0.271115 428.928 1086.63 5.97679 42.0592 669.292 0.120991 6.74383 14381.5 2.41959 79.4885 72.0182 8747.65 0.256402 1981.6 5.49657 1.1968 1310.14 150.513 4.95926 2.11914 63.2634 4.67745 1.71046 315.285 349.099 18.0213
10273.5 0.015625 2585.28 157.043 465.815 0.272549 432.619 1103.15 6.03687 42.5974 676.5 0.122397 6.80288 14563.5 2.43312 81.1799 72.6172 8841.05 0.257363 1999.74 5.51637 1.20511 1317.62 151.609 4.98816 2.14124 63.5524 4.7331 1.7247 319.496 349.902 18.1709
10395.8 0.015625 2599.68 158.519 469.136 0.274464 436.273 1119.67 6.09655 43.1336 683.669 0.123797 6.86156 14745.1 2.44648 82.8925 73.2115 8933.95 0.258308 2017.76 5.53581 1.21333 1325.02 152.697 5.01628 2.16322 63.8378 4.78845 1.73883 323.706 350.684 18.3193
10519.2 0.015625 2614.09 160.003 472.474 0.275979 439.936 1136.38 6.15659 43.6744 690.889 0.125208 6.9206 14928.7 2.45983 84.6484 73.8084 9027.48 0.259249 2035.89 5.55514 1.22158 1332.41 153.79 5.04473 2.18537 64.1233 4.84419 1.75302 327.97 351.456 18.4684
10645.8 0.0078125 2628.75 161.523 475.888 0.277676 443.672 1153.58 6.21804 44.2296 698.287 0.126655 6.98104 15117.5 2.47342 86.4809 74.4184 9123.3 0.260203 2054.45 5.5747 1.23 1339.93 154.909 5.07356 2.20806 64.4139 4.90131 1.76752 332.362 352.231 18.6207
10770.6 0.015625 2643.06 163.016 479.239 0.279458 447.329 1170.58 6.27839 44.7763 705.56 0.12808 7.0404 15303.7 2.48668 88.3161 75.0166 9217.49 0.261131 2072.67 5.59368 1.23824 1347.27 156.008 5.1016 2.23038 64.6976 4.95746 1.78174 336.705 352.978 18.77
10896.6 0.015625 2657.4 164.521 482.614 0.281599 451.001 1187.82 6.33921 45.3287 712.898 0.129519 7.10024 15492.3 2.49997 90.2024 75.6186 9312.5 0.262056 2091.04 5.6126 1.24652 1354.63 157.115 5.12939 2.25291 64.9819 5.0141 1.79605 341.111 353.716 18.9203
11022.2 0.015625 2671.57 166.015 485.963 0.282643 454.635 1205.03 6.3996 45.8788 720.194 0.130951 7.15968 15680.4 2.51309 92.1132 76.2157 9406.94 0.262966 2109.28 5.63117 1.25472 1361.9 158.214 5.15775 2.27532 65.2628 5.0704 1.81024 345.516 354.436 19.0693
11149.5 0.00390625 2685.8 167.526 489.346 0.284299 458.294 1222.53 6.46063 46.436 727.573 0.132401 7.21975 15871.4 2.52628 94.0827 76.818 9502.46 0.263877 2127.72 5.64972 1.26299 1369.2 159.324 5.18574 2.29799 65.545 5.12734 1.82456 349.997 355.149 19.2196
11277.4 0.015625 2699.99 169.04 492.736 0.286089 461.949 1240.17 6.5218 46.9959 734.978 0.133857 7.27998 16063.7 2.53942 96.0971 77.421 9598.29 0.264782 2146.19 5.66811 1.27124 1376.48 160.436 5.21352 2.32075 65.8264 5.18446 1.83889 354.519 355.851 19.37
