ER;Metabolite;Rep;Tissue
0.200802449957014;C20:4 CE;35;Brain
0.191715457566739;C20:4 LPC;35;Brain
0.17565988122176;C20:4 LPE;35;Brain
0.018555091112051;C22:0 SM;35;Brain
0.031678186705047;C22:1 SM;35;Brain
0.0664913532059773;C22:6 LPC;35;Brain
0.120302003345323;C22:6 LPE;35;Brain
0.135562878178346;C24:0 SM;35;Brain
0.153366604047506;C24:1 SM;35;Brain
1.22131723405669;C3 carnitine;35;Brain
0.205928456817483;C3-DC carnitine;35;Brain
0.00451927452654142;C32:0 PC;35;Brain
0.0497661463978616;C32:1 PC;35;Brain
0.51270020073592;C32:2 PC;35;Brain
0.133644077650185;C34:1 DAG;35;Brain
0.00236838222499019;C34:1 PC;35;Brain
0.34521560607347;C34:2 DAG;35;Brain
0.0358670848492755;C34:2 PC;35;Brain
0.259618168923836;C34:3 PC;35;Brain
0.772092447008783;C34:4 PC;35;Brain
0.138165507266658;C36:1 DAG;35;Brain
0.139734172746861;C36:2 DAG;35;Brain
0.0117071723802793;C36:2 PC;35;Brain
0.293938661776544;C36:4 PC-A;35;Brain
0.0132317043542244;C36:4 PC-B;35;Brain
0.0839832356437308;C38:2 PC;35;Brain
0.011541447994091;C38:4 PC;35;Brain
0.0614564977543817;C38:5 PC;35;Brain
0.0452527305715644;C38:6 PC;35;Brain
0.681315066328786;C4 carnitine;35;Brain
0.0484741528130589;C48:0 TAG;35;Brain
0.186418020958754;C48:1 TAG;35;Brain
0.278600858644204;C5 carnitine;35;Brain
0.0456303014021988;C50:0 TAG;35;Brain
0.16855164168467;C50:1 TAG;35;Brain
0.29647973146575;C50:2 TAG;35;Brain
0.230451082965316;C52:1 TAG;35;Brain
0.266914783735766;C52:2 TAG;35;Brain
0.33571807870542;C52:3 TAG;35;Brain
0.362655399422048;C52:4 TAG;35;Brain
0.259225965568646;C54:1 TAG;35;Brain
0.206503334942991;C54:10 TAG;35;Brain
0.20864388097571;C54:2 TAG;35;Brain
0.32033265004436;C54:3 TAG;35;Brain
0.662782208286814;C54:4 TAG;35;Brain
0.311449095022882;C54:5 TAG;35;Brain
0.85483391957429;C54:6 TAG;35;Brain
0.131533043168078;C54:8 TAG;35;Brain
0.0845331955829875;C56:4 TAG;35;Brain
0.10704329530585;C56:6 TAG;35;Brain
0.149778593853287;C56:7 TAG;35;Brain
0.139960549300775;C56:8 TAG;35;Brain
0.202321285166426;C58:10 TAG;35;Brain
0.443132657235862;C58:6 TAG;35;Brain
0.108847237226549;C58:8 TAG;35;Brain
0.111303642950598;C58:9 TAG;35;Brain
0.156216678449338;C6 carnitine;35;Brain
0.154084013619785;C60:12 TAG;35;Brain
0.170477869314719;CMP;35;Brain
0.0770320860460815;DHAP/glyceraldehyde 3P;35;Brain
0.19626610834291;GABA;35;Brain
0.34575972441142;GDP;35;Brain
0.555771394809405;GMP;35;Brain
0.485785566983616;IMP;35;Brain
0.963032342493362;N-carbamoyl-beta-alanine;35;Brain
0.419172477346645;N-monomethylarginine;35;Brain
0.611568129097162;NAD;35;Brain
0.522018442537623;NADP;35;Brain
1.13400420175385;UDP-galactose/UDP-glucose;35;Brain
0.496262522840879;UDP-glucuronate;35;Brain
0.298611588165312;UMP;35;Brain
0.159778288560703;aconitate;35;Brain
0.705488981412764;adenine;35;Brain
0.542673294238518;adenosine;35;Brain
0.0617818075589005;adipate;35;Brain
0.122799779202507;alanine;35;Brain
0.370256392068138;allantoin;35;Brain
0.196872794256146;alpha-glycerophosphate;35;Brain
0.858645965663178;alpha-glycerophosphocholine;35;Brain
0.236622091706791;alpha-hydroxybutyrate;35;Brain
0.136087829445905;anthranilic acid;35;Brain
0.0701453197827248;arginine;35;Brain
0.569398468303243;asparagine;35;Brain
0.207530914987766;aspartate;35;Brain
0.124823327213863;asymmetric dimethylarginine / symmetric dimethylarginine;35;Brain
0.158932123741625;beta-hydroxybutyrate;35;Brain
0.284170496854131;betaine;35;Brain
0.270976297873959;butyrobetaine;35;Brain
0.168113476929561;cAMP;35;Brain
0.104538107065203;carnitine;35;Brain
0.0330331240924708;chenodeoxycholate/deoxycholate;35;Brain
0.00959485175156286;choline;35;Brain
0.142826345064633;citrate;35;Brain
0.291863980157934;citrulline;35;Brain
0.0836207058341646;cotinine;35;Brain
0.00697626605873626;creatine;35;Brain
0.0928183569251461;creatinine;35;Brain
0.793033672071927;cystathionine;35;Brain
0.75999632553499;cytidine;35;Brain
0.529454905680552;dCMP;35;Brain
0.103133176921362;dUMP;35;Brain
0.394859138836537;erythrose-4-phosphate;35;Brain
0.149217434525855;fructose/glucose/galactose;35;Brain
0.023036028501623;fumarate/maleate/alpha-ketoisovalerate;35;Brain
0.0917561705429639;gentisate;35;Brain
0.92279255321162;glucuronate;35;Brain
0.0122391219356346;glutamate;35;Brain
0.0296310822700021;glutamine;35;Brain
1.87504100984908;glutathione oxidized;35;Brain
0.766831158296668;glutathione reduced;35;Brain
0.139435857445944;glycerol;35;Brain
0.104179431765917;glycine;35;Brain
0.343347560313431;glycocholate;35;Brain
1.31624851608759;guanine;35;Brain
0.739231813305988;guanosine;35;Brain
1.08905098194646;hexose diphosphate;35;Brain
1.68286418258016;hexose monophosphate;35;Brain
0.672747187807376;histamine;35;Brain
0.186749750184507;histidine;35;Brain
0.179846670802114;hydroxyproline;35;Brain
0.00197982317187739;hypoxanthine;35;Brain
0.0380186859761883;inosine;35;Brain
0.0554519431818765;inositol;35;Brain
0.228018019796127;isocitrate;35;Brain
0.251237246350666;isoleucine;35;Brain
0.33046187180044;kynurenic acid;35;Brain
0.347483728066383;kynurenine;35;Brain
0.0138899848845399;lactate;35;Brain
0.624150295978556;lactose;35;Brain
0.198834110878323;leucine;35;Brain
0.164383104385922;lysine;35;Brain
0.0199012393276075;malate;35;Brain
0.31180200603423;malondialdehyde;35;Brain
0.182539688772122;methionine;35;Brain
0.108122935168717;methionine sulfoxide;35;Brain
0.0131923648915894;niacinamide;35;Brain
0.306353236380126;ornithine;35;Brain
0.236337679001473;orotate;35;Brain
0.0370806599282261;oxalate;35;Brain
0.118475751983749;pantothenate;35;Brain
0.0986690444535121;pentose monophosphate;35;Brain
0.148320835160276;phenylalanine;35;Brain
0.274346457477496;phosphocholine;35;Brain
0.28642292114911;phosphocreatine;35;Brain
1.05691130570364;phosphoenolpyruvate;35;Brain
0.326961030782601;phosphoethanolamine;35;Brain
0.646758363605975;pipecolic acid;35;Brain
0.140174951736741;proline;35;Brain
0.106028354984511;putrescine;35;Brain
0.222436586925461;pyroglutamic acid;35;Brain
0.162181757414627;pyruvate;35;Brain
0.233942064537211;quinolinate;35;Brain
0.0753042257731279;serine;35;Brain
0.539492741512939;serotonin;35;Brain
0.26755182286107;sorbitol;35;Brain
0.177529741670507;suberate;35;Brain
0.0831626223123251;succinate;35;Brain
2.34585492324491;sucrose;35;Brain
0.134068227219707;taurine;35;Brain
0.690887988032435;taurocholate;35;Brain
0.248403079040715;taurodeoxycholate/taurochenodeoxycholate;35;Brain
0.270809083001529;thiamine;35;Brain
0.151299464891681;threonine;35;Brain
0.190662218882495;thymine;35;Brain
0.0316497039300235;trimethylamine-N-oxide;35;Brain
0.110515097574089;tryptophan;35;Brain
0.239401865111983;tyrosine;35;Brain
0.325116340600092;uracil;35;Brain
1.73440989157549;urate;35;Brain
0.829109050048875;uridine;35;Brain
0.238630618786184;valine;35;Brain
0.0355069061219443;xanthine;35;Brain
0.427323978383881;xanthosine;35;Brain
0.365086903113634;1-methylhistamine;36;Brain
2.04277411527861;1-methylnicotinamide;36;Brain
0.62674270360002;2-aminoadipate;36;Brain
0.755910097010092;2-hydroxyglutarate;36;Brain
0.150953055629348;3-methyladipate/pimelate;36;Brain
1.75912500001374;3-phosphoglycerate;36;Brain
0.630765761465455;4-hydroxybenzaldehyde;36;Brain
1.78689672442069;4-pyridoxate;36;Brain
0.309537084144505;5-HIAA;36;Brain
0.134681241461463;5-adenosylhomocysteine;36;Brain
0.723674442367319;6-phosphogluconate;36;Brain
1.50553101330764;ADP;36;Brain
0.350488261260057;AMP;36;Brain
0.453376063424118;C12 carnitine;36;Brain
0.374333328098351;C14 carnitine;36;Brain
0.327812801896013;C14:0 LPC;36;Brain
0.359896640513039;C14:0 SM;36;Brain
0.588014705179974;C16 carnitine;36;Brain
0.315385698600423;C16:0 CE;36;Brain
0.103047095462586;C16:0 LPC;36;Brain
0.174252089358447;C16:0 LPE;36;Brain
0.124985152279232;C16:0 SM;36;Brain
0.0663597449640246;C16:1 LPC;36;Brain
0.253628025817962;C16:1 SM;36;Brain
0.270965150033349;C18 carnitine;36;Brain
0.125122579453871;C18:0 LPC;36;Brain
0.122774452812311;C18:0 LPE;36;Brain
0.0104637922970814;C18:0 SM;36;Brain
0.620548931942974;C18:1 CE;36;Brain
0.0891593681015469;C18:1 LPC;36;Brain
0.130127334384018;C18:1 LPE;36;Brain
0.0818410399318436;C18:1 SM;36;Brain
0.40112196999627;C18:1 carnitine;36;Brain
0.412682924290106;C18:2 CE;36;Brain
0.11233507811204;C18:2 LPC;36;Brain
0.304701438719434;C18:2 SM;36;Brain
0.207999308697999;C18:2 carnitine;36;Brain
0.433628190912014;C2 carnitine;36;Brain
0.0940870370266008;C20:3 CE;36;Brain
0.0648771452386632;C20:3 LPC;36;Brain
0.158638085034646;C20:4 CE;36;Brain
0.169652321895009;C20:4 LPC;36;Brain
0.211002883315853;C20:4 LPE;36;Brain
0.0110591597402551;C22:0 SM;36;Brain
0.0261771634404851;C22:1 SM;36;Brain
0.0843589563762928;C22:6 LPC;36;Brain
0.0959922679761483;C22:6 LPE;36;Brain
0.129998008556167;C24:0 SM;36;Brain
0.195054802720079;C24:1 SM;36;Brain
1.2838328628025;C3 carnitine;36;Brain
0.178813907619686;C3-DC carnitine;36;Brain
0.00373060537344182;C32:0 PC;36;Brain
0.0533194911778508;C32:1 PC;36;Brain
0.439008831772232;C32:2 PC;36;Brain
0.118180049369679;C34:1 DAG;36;Brain
0.0022477808358699;C34:1 PC;36;Brain
0.376822028328502;C34:2 DAG;36;Brain
0.0463617119219223;C34:2 PC;36;Brain
0.133254617575768;C34:3 PC;36;Brain
0.717583122672732;C34:4 PC;36;Brain
0.147583558099693;C36:1 DAG;36;Brain
0.112293084952885;C36:2 DAG;36;Brain
0.0173265500979836;C36:2 PC;36;Brain
0.368410111006085;C36:4 PC-A;36;Brain
0.0120090792784826;C36:4 PC-B;36;Brain
0.111037628019804;C38:2 PC;36;Brain
0.0162374280191306;C38:4 PC;36;Brain
0.0435120770604808;C38:5 PC;36;Brain
0.0427436405518035;C38:6 PC;36;Brain
0.591636423041152;C4 carnitine;36;Brain
0.0595645829661633;C48:0 TAG;36;Brain
0.256127759121188;C48:1 TAG;36;Brain
0.347733300463124;C5 carnitine;36;Brain
0.0784726376687037;C50:0 TAG;36;Brain
0.127982248669316;C50:1 TAG;36;Brain
0.252754407723537;C50:2 TAG;36;Brain
0.244665315482317;C52:1 TAG;36;Brain
0.289031906379345;C52:2 TAG;36;Brain
0.199959350096522;C52:3 TAG;36;Brain
0.36295497498572;C52:4 TAG;36;Brain
0.0876308811306319;C54:1 TAG;36;Brain
0.23791431406362;C54:10 TAG;36;Brain
0.261969944154333;C54:2 TAG;36;Brain
0.540490697152961;C54:3 TAG;36;Brain
0.442079551585653;C54:4 TAG;36;Brain
0.336068698677491;C54:5 TAG;36;Brain
0.708055820529303;C54:6 TAG;36;Brain
0.153037563139634;C54:8 TAG;36;Brain
0.133153963787004;C56:4 TAG;36;Brain
0.0858264313602533;C56:6 TAG;36;Brain
0.177686734991422;C56:7 TAG;36;Brain
0.0722230395502699;C56:8 TAG;36;Brain
0.0795323060733556;C58:10 TAG;36;Brain
0.41005402371851;C58:6 TAG;36;Brain
0.112921240953772;C58:8 TAG;36;Brain
0.143876843663028;C58:9 TAG;36;Brain
0.0780438800359064;C6 carnitine;36;Brain
0.103615059244888;C60:12 TAG;36;Brain
0.177714988499786;CMP;36;Brain
0.101153808546141;DHAP/glyceraldehyde 3P;36;Brain
0.341850211836205;GABA;36;Brain
0.256980537485258;GDP;36;Brain
0.411271547032097;GMP;36;Brain
0.571044764769112;IMP;36;Brain
0.861774623310552;N-carbamoyl-beta-alanine;36;Brain
0.301795870770443;N-monomethylarginine;36;Brain
0.386844098459783;NAD;36;Brain
0.68433862446589;NADP;36;Brain
0.809044012377147;UDP-galactose/UDP-glucose;36;Brain
0.310159398627513;UDP-glucuronate;36;Brain
0.280290755019029;UMP;36;Brain
0.130812172114363;aconitate;36;Brain
0.511174085428517;adenine;36;Brain
0.474660117410161;adenosine;36;Brain
0.087592674125166;adipate;36;Brain
0.0977618815358168;alanine;36;Brain
0.574983821668335;allantoin;36;Brain
0.175955122713436;alpha-glycerophosphate;36;Brain
1.0804964208977;alpha-glycerophosphocholine;36;Brain
0.260137255697898;alpha-hydroxybutyrate;36;Brain
0.420214443824396;anthranilic acid;36;Brain
0.0776694795298525;arginine;36;Brain
0.599875064402836;asparagine;36;Brain
0.194746836433143;aspartate;36;Brain
0.178063115417905;asymmetric dimethylarginine / symmetric dimethylarginine;36;Brain
0.151659241357795;beta-hydroxybutyrate;36;Brain
0.201051207267892;betaine;36;Brain
0.317767512531902;butyrobetaine;36;Brain
0.144815515731933;cAMP;36;Brain
0.0744980178518195;carnitine;36;Brain
0.0320362437095687;chenodeoxycholate/deoxycholate;36;Brain
0.0114261348437714;choline;36;Brain
0.163153438593473;citrate;36;Brain
0.306086970714196;citrulline;36;Brain
0.142966805402013;cotinine;36;Brain
0.0137282527048681;creatine;36;Brain
0.108479921161229;creatinine;36;Brain
0.830863707320998;cystathionine;36;Brain
0.82932929495293;cytidine;36;Brain
0.432427972943051;dCMP;36;Brain
0.072509034939499;dUMP;36;Brain
0.33166104079071;erythrose-4-phosphate;36;Brain
0.102521083454073;fructose/glucose/galactose;36;Brain
0.0255034708075178;fumarate/maleate/alpha-ketoisovalerate;36;Brain
0.144268434709296;gentisate;36;Brain
0.956490117571053;glucuronate;36;Brain
0.0210173156651492;glutamate;36;Brain
0.0304639182319007;glutamine;36;Brain
1.61093928506747;glutathione oxidized;36;Brain
0.696496951208899;glutathione reduced;36;Brain
0.116647539726808;glycerol;36;Brain
0.115118224862351;glycine;36;Brain
0.384302868021979;glycocholate;36;Brain
1.38292617335374;guanine;36;Brain
0.650865090859791;guanosine;36;Brain
1.82715548764609;hexose diphosphate;36;Brain
1.45991477371873;hexose monophosphate;36;Brain
0.400884558583469;histamine;36;Brain
0.169287518552671;histidine;36;Brain
0.130667790202714;hydroxyproline;36;Brain
0.00214794027515243;hypoxanthine;36;Brain
0.090093433161333;inosine;36;Brain
0.0419248900358361;inositol;36;Brain
0.186228184990849;isocitrate;36;Brain
0.159719610836398;isoleucine;36;Brain
0.461991048520079;kynurenic acid;36;Brain
0.462383442981219;kynurenine;36;Brain
0.00816465092702436;lactate;36;Brain
0.694321063931181;lactose;36;Brain
0.18913456130605;leucine;36;Brain
0.157373929245104;lysine;36;Brain
0.0212152418017855;malate;36;Brain
0.150739965651719;malondialdehyde;36;Brain
0.181111325836338;methionine;36;Brain
0.144754613317123;methionine sulfoxide;36;Brain
0.0139716568223935;niacinamide;36;Brain
0.279529134364245;ornithine;36;Brain
0.189239239266454;orotate;36;Brain
0.0548175759469254;oxalate;36;Brain
0.0600798292674564;pantothenate;36;Brain
0.18420886102936;pentose monophosphate;36;Brain
0.162014887450076;phenylalanine;36;Brain
0.193585123002219;phosphocholine;36;Brain
0.366601378549713;phosphocreatine;36;Brain
1.42989072929436;phosphoenolpyruvate;36;Brain
0.568420800778816;phosphoethanolamine;36;Brain
0.365588709103552;pipecolic acid;36;Brain
0.136557792165076;proline;36;Brain
0.119827139379848;putrescine;36;Brain
0.159723727870351;pyroglutamic acid;36;Brain
0.197926369687978;pyruvate;36;Brain
0.236397886854239;quinolinate;36;Brain
0.0628535344994331;serine;36;Brain
0.66467184208394;serotonin;36;Brain
0.157887820717612;sorbitol;36;Brain
0.227388865415809;suberate;36;Brain
0.113170931146735;succinate;36;Brain
0.498401870550747;sucrose;36;Brain
0.123918142539605;taurine;36;Brain
0.78720506684432;taurocholate;36;Brain
0.338898704172616;taurodeoxycholate/taurochenodeoxycholate;36;Brain
0.213313557693926;thiamine;36;Brain
0.124098338408567;threonine;36;Brain
0.160564878009403;thymine;36;Brain
0.0681111950334812;trimethylamine-N-oxide;36;Brain
0.09711916078018;tryptophan;36;Brain
0.19335233968104;tyrosine;36;Brain
0.299833454561399;uracil;36;Brain
1.74699872984952;urate;36;Brain
0.76304353069222;uridine;36;Brain
0.114424317854219;valine;36;Brain
0.0425286884361866;xanthine;36;Brain
0.450015565410301;xanthosine;36;Brain
0.458572271378128;1-methylhistamine;37;Brain
2.09847936247766;1-methylnicotinamide;37;Brain
0.604706565158566;2-aminoadipate;37;Brain
0.502548813429358;2-hydroxyglutarate;37;Brain
0.205360474793164;3-methyladipate/pimelate;37;Brain
2.06125727143407;3-phosphoglycerate;37;Brain
0.598014175656208;4-hydroxybenzaldehyde;37;Brain
1.50229642583215;4-pyridoxate;37;Brain
0.237845771441624;5-HIAA;37;Brain
0.154649755758571;5-adenosylhomocysteine;37;Brain
0.667895159736246;6-phosphogluconate;37;Brain
1.79458688497192;ADP;37;Brain
0.343368936739904;AMP;37;Brain
0.31807981480643;C12 carnitine;37;Brain
0.45244403175283;C14 carnitine;37;Brain
0.327623883855935;C14:0 LPC;37;Brain
0.34728463216277;C14:0 SM;37;Brain
0.520072069202703;C16 carnitine;37;Brain
0.214367445611804;C16:0 CE;37;Brain
0.0660212550181988;C16:0 LPC;37;Brain
0.151082533758722;C16:0 LPE;37;Brain
0.156015245696881;C16:0 SM;37;Brain
0.129962138468447;C16:1 LPC;37;Brain
0.238906208357299;C16:1 SM;37;Brain
0.392397949050841;C18 carnitine;37;Brain
0.138029321161697;C18:0 LPC;37;Brain
0.105331731521299;C18:0 LPE;37;Brain
0.0125096105808375;C18:0 SM;37;Brain
0.344906662589602;C18:1 CE;37;Brain
0.0784608528260155;C18:1 LPC;37;Brain
0.107216355801577;C18:1 LPE;37;Brain
0.107854383889612;C18:1 SM;37;Brain
0.352379272855828;C18:1 carnitine;37;Brain
0.430569589325781;C18:2 CE;37;Brain
0.116903420205849;C18:2 LPC;37;Brain
0.454801779378598;C18:2 SM;37;Brain
0.130887272920311;C18:2 carnitine;37;Brain
0.377011083295113;C2 carnitine;37;Brain
0.0751909296252682;C20:3 CE;37;Brain
0.0897597196407018;C20:3 LPC;37;Brain
0.116277056774816;C20:4 CE;37;Brain
0.165650173638544;C20:4 LPC;37;Brain
0.173854428215105;C20:4 LPE;37;Brain
0.0173667120973219;C22:0 SM;37;Brain
0.0390475987836069;C22:1 SM;37;Brain
0.0841868543632728;C22:6 LPC;37;Brain
0.127281914920588;C22:6 LPE;37;Brain
0.12320893717429;C24:0 SM;37;Brain
0.235598220448706;C24:1 SM;37;Brain
1.08106630334768;C3 carnitine;37;Brain
0.233293936777806;C3-DC carnitine;37;Brain
0.00431708661899288;C32:0 PC;37;Brain
0.0463899443600236;C32:1 PC;37;Brain
0.613378179958828;C32:2 PC;37;Brain
0.129735268573773;C34:1 DAG;37;Brain
0.00290637682213886;C34:1 PC;37;Brain
0.199554269185013;C34:2 DAG;37;Brain
0.053647357592952;C34:2 PC;37;Brain
0.211895714305012;C34:3 PC;37;Brain
0.703252183332999;C34:4 PC;37;Brain
0.210067500255609;C36:1 DAG;37;Brain
0.127325618012534;C36:2 DAG;37;Brain
0.00825282138992882;C36:2 PC;37;Brain
0.484173789194417;C36:4 PC-A;37;Brain
0.028929093402291;C36:4 PC-B;37;Brain
0.0851432878932787;C38:2 PC;37;Brain
0.00934346189485054;C38:4 PC;37;Brain
0.065936083769263;C38:5 PC;37;Brain
0.0403673666895014;C38:6 PC;37;Brain
0.652507663341605;C4 carnitine;37;Brain
0.0562344712430747;C48:0 TAG;37;Brain
0.164693649984539;C48:1 TAG;37;Brain
0.398518427271445;C5 carnitine;37;Brain
0.0809268207700799;C50:0 TAG;37;Brain
0.0885829184699915;C50:1 TAG;37;Brain
0.195032172648875;C50:2 TAG;37;Brain
0.238520495309584;C52:1 TAG;37;Brain
0.250538742100511;C52:2 TAG;37;Brain
0.230120791174833;C52:3 TAG;37;Brain
0.446759288537944;C52:4 TAG;37;Brain
0.20068210161245;C54:1 TAG;37;Brain
0.305774623084833;C54:10 TAG;37;Brain
0.168307371919006;C54:2 TAG;37;Brain
0.310239926216915;C54:3 TAG;37;Brain
0.558850337830226;C54:4 TAG;37;Brain
0.188602467477699;C54:5 TAG;37;Brain
0.901809364101378;C54:6 TAG;37;Brain
0.141124977054073;C54:8 TAG;37;Brain
0.298205029396513;C56:4 TAG;37;Brain
0.102467596077064;C56:6 TAG;37;Brain
0.169356088369702;C56:7 TAG;37;Brain
0.12508220174455;C56:8 TAG;37;Brain
0.126833668021716;C58:10 TAG;37;Brain
0.349324253549903;C58:6 TAG;37;Brain
0.113989342431029;C58:8 TAG;37;Brain
0.109201148736824;C58:9 TAG;37;Brain
0.114800444785332;C6 carnitine;37;Brain
0.123171192895104;C60:12 TAG;37;Brain
0.202862073990378;CMP;37;Brain
0.0850447481971194;DHAP/glyceraldehyde 3P;37;Brain
0.338410429903629;GABA;37;Brain
0.233653884260357;GDP;37;Brain
0.419430524322685;GMP;37;Brain
0.555997931185398;IMP;37;Brain
0.994751731616501;N-carbamoyl-beta-alanine;37;Brain
0.41752645006205;N-monomethylarginine;37;Brain
0.538532173804302;NAD;37;Brain
0.716447043742977;NADP;37;Brain
1.00553865040418;UDP-galactose/UDP-glucose;37;Brain
0.453616174240724;UDP-glucuronate;37;Brain
0.323637156709013;UMP;37;Brain
0.146515549076676;aconitate;37;Brain
1.19839635355575;adenine;37;Brain
0.418133272039251;adenosine;37;Brain
0.13569231690284;adipate;37;Brain
0.0855923243458072;alanine;37;Brain
0.375794871283786;allantoin;37;Brain
0.106126742531708;alpha-glycerophosphate;37;Brain
0.721286861324661;alpha-glycerophosphocholine;37;Brain
0.275952110752233;alpha-hydroxybutyrate;37;Brain
0.709864006191211;anthranilic acid;37;Brain
0.0637614792011269;arginine;37;Brain
0.640905746967098;asparagine;37;Brain
0.194742238865369;aspartate;37;Brain
0.185780916054231;asymmetric dimethylarginine / symmetric dimethylarginine;37;Brain
0.100644428240628;beta-hydroxybutyrate;37;Brain
0.241991218912872;betaine;37;Brain
0.313036377305325;butyrobetaine;37;Brain
0.164179310993547;cAMP;37;Brain
0.0770661985065192;carnitine;37;Brain
0.0663273562874602;chenodeoxycholate/deoxycholate;37;Brain
0.00776283802164949;choline;37;Brain
0.173664284259202;citrate;37;Brain
0.28475065123722;citrulline;37;Brain
0.141506013291921;cotinine;37;Brain
0.0106327969949177;creatine;37;Brain
0.129842073243934;creatinine;37;Brain
0.770746581804945;cystathionine;37;Brain
0.923340767015046;cytidine;37;Brain
0.591422624801681;dCMP;37;Brain
0.0699226387008376;dUMP;37;Brain
0.275815780605986;erythrose-4-phosphate;37;Brain
0.125213819077986;fructose/glucose/galactose;37;Brain
0.020140962106614;fumarate/maleate/alpha-ketoisovalerate;37;Brain
0.149556582691298;gentisate;37;Brain
1.05677091279745;glucuronate;37;Brain
0.0213059702673228;glutamate;37;Brain
0.0259289842232032;glutamine;37;Brain
2.04686121364296;glutathione oxidized;37;Brain
0.958186588142748;glutathione reduced;37;Brain
0.10845205292942;glycerol;37;Brain
0.0963015264091953;glycine;37;Brain
0.276421284046558;glycocholate;37;Brain
1.79439996151439;guanine;37;Brain
0.686911171255336;guanosine;37;Brain
0.617739008802397;hexose diphosphate;37;Brain
1.02859225040142;hexose monophosphate;37;Brain
0.735609101644717;histamine;37;Brain
0.132446906435216;histidine;37;Brain
0.144657904667478;hydroxyproline;37;Brain
0.00285502285000428;hypoxanthine;37;Brain
0.0978118076827506;inosine;37;Brain
0.0498301892361213;inositol;37;Brain
0.17822575690373;isocitrate;37;Brain
0.228184256726386;isoleucine;37;Brain
0.468924629961133;kynurenic acid;37;Brain
0.463729753058083;kynurenine;37;Brain
0.0111852988304515;lactate;37;Brain
0.558841748594859;lactose;37;Brain
0.178981936891931;leucine;37;Brain
0.169410085194287;lysine;37;Brain
0.0175418307224352;malate;37;Brain
0.343559672193446;malondialdehyde;37;Brain
0.190283338891576;methionine;37;Brain
0.150395252353747;methionine sulfoxide;37;Brain
0.00943551036409592;niacinamide;37;Brain
0.327366587868474;ornithine;37;Brain
0.220303100629206;orotate;37;Brain
0.0432526770506777;oxalate;37;Brain
0.105463504181278;pantothenate;37;Brain
0.125045585130912;pentose monophosphate;37;Brain
0.137051254248;phenylalanine;37;Brain
0.476430780165664;phosphocholine;37;Brain
0.440136466047965;phosphocreatine;37;Brain
1.15866909611382;phosphoenolpyruvate;37;Brain
0.403367873390783;phosphoethanolamine;37;Brain
0.588861999698423;pipecolic acid;37;Brain
0.113126674838773;proline;37;Brain
0.142700088128605;putrescine;37;Brain
0.265833735702169;pyroglutamic acid;37;Brain
0.204475988360935;pyruvate;37;Brain
0.562772234771154;quinolinate;37;Brain
0.0627280103807878;serine;37;Brain
0.665285463084695;serotonin;37;Brain
0.2630298573707;sorbitol;37;Brain
0.180088842197152;suberate;37;Brain
0.120801726068419;succinate;37;Brain
2.0353359610146;sucrose;37;Brain
0.116926896748939;taurine;37;Brain
0.774929030538417;taurocholate;37;Brain
0.204134412879809;taurodeoxycholate/taurochenodeoxycholate;37;Brain
0.25978403989616;thiamine;37;Brain
0.138721830408501;threonine;37;Brain
0.186733561943003;thymine;37;Brain
0.0809730335697746;trimethylamine-N-oxide;37;Brain
0.126435878234956;tryptophan;37;Brain
0.146327202624246;tyrosine;37;Brain
0.31767591958495;uracil;37;Brain
1.70551151958734;urate;37;Brain
0.666313424290897;uridine;37;Brain
0.228559260875332;valine;37;Brain
0.032638904575056;xanthine;37;Brain
0.532745269916655;xanthosine;37;Brain
0.403947344597256;1-methylhistamine;38;Brain
2.00546175805314;1-methylnicotinamide;38;Brain
0.558696089241978;2-aminoadipate;38;Brain
0.72794334052813;2-hydroxyglutarate;38;Brain
0.159731793103875;3-methyladipate/pimelate;38;Brain
1.72918466880286;3-phosphoglycerate;38;Brain
0.290496015201356;4-hydroxybenzaldehyde;38;Brain
2.23696268674422;4-pyridoxate;38;Brain
0.302262231730556;5-HIAA;38;Brain
0.182793091487269;5-adenosylhomocysteine;38;Brain
0.420535454945948;6-phosphogluconate;38;Brain
0.982309053363804;ADP;38;Brain
0.366515108284566;AMP;38;Brain
0.293714641162475;C12 carnitine;38;Brain
0.402926500889949;C14 carnitine;38;Brain
0.250044116155912;C14:0 LPC;38;Brain
0.340294432119666;C14:0 SM;38;Brain
0.640773715373163;C16 carnitine;38;Brain
0.264974326995745;C16:0 CE;38;Brain
0.0790309078421332;C16:0 LPC;38;Brain
0.0809019001978933;C16:0 LPE;38;Brain
0.102633122401551;C16:0 SM;38;Brain
0.103523589978946;C16:1 LPC;38;Brain
0.225958819067898;C16:1 SM;38;Brain
0.408815088775495;C18 carnitine;38;Brain
0.0882639609143241;C18:0 LPC;38;Brain
0.16927722345344;C18:0 LPE;38;Brain
0.0110365469076668;C18:0 SM;38;Brain
0.670214016090326;C18:1 CE;38;Brain
0.143645723791103;C18:1 LPC;38;Brain
0.142369974059536;C18:1 LPE;38;Brain
0.145007774719052;C18:1 SM;38;Brain
0.320898703072599;C18:1 carnitine;38;Brain
0.404661258890846;C18:2 CE;38;Brain
0.156468036018444;C18:2 LPC;38;Brain
0.451367402409844;C18:2 SM;38;Brain
0.0839143124015275;C18:2 carnitine;38;Brain
0.576399596267411;C2 carnitine;38;Brain
0.0857501687572568;C20:3 CE;38;Brain
